TRADE DATE,NASDAQOMX/NQFI/INDEX VALUE,NASDAQOMX/NQFI/TOTAL MARKET VALUE,NASDAQOMX/NQES/INDEX VALUE,NASDAQOMX/NQES/TOTAL MARKET VALUE,NASDAQOMX/NQFR/INDEX VALUE,NASDAQOMX/NQFR/TOTAL MARKET VALUE,NASDAQOMX/NQRU/INDEX VALUE,NASDAQOMX/NQRU/TOTAL MARKET VALUE,NASDAQOMX/NQTR/INDEX VALUE,NASDAQOMX/NQTR/TOTAL MARKET VALUE,NASDAQOMX/NQKR/INDEX VALUE,NASDAQOMX/NQKR/TOTAL MARKET VALUE,NASDAQOMX/NQMA/INDEX VALUE,NASDAQOMX/NQMA/TOTAL MARKET VALUE,NASDAQOMX/NQPL/INDEX VALUE,NASDAQOMX/NQPL/TOTAL MARKET VALUE,NASDAQOMX/NQIT/INDEX VALUE,NASDAQOMX/NQIT/TOTAL MARKET VALUE,NASDAQOMX/NQCL/INDEX VALUE,NASDAQOMX/NQCL/TOTAL MARKET VALUE,NASDAQOMX/NQTH/INDEX VALUE,NASDAQOMX/NQTH/TOTAL MARKET VALUE,NASDAQOMX/NQGR/INDEX VALUE,NASDAQOMX/NQGR/TOTAL MARKET VALUE,NASDAQOMX/NQID/INDEX VALUE,NASDAQOMX/NQID/TOTAL MARKET VALUE,NASDAQOMX/NQCN/INDEX VALUE,NASDAQOMX/NQCN/TOTAL MARKET VALUE,NASDAQOMX/NQSE/INDEX VALUE,NASDAQOMX/NQSE/TOTAL MARKET VALUE,NASDAQOMX/NQMX/INDEX VALUE,NASDAQOMX/NQMX/TOTAL MARKET VALUE,NASDAQOMX/NQPH/INDEX VALUE,NASDAQOMX/NQPH/TOTAL MARKET VALUE,NASDAQOMX/NQPE/INDEX VALUE,NASDAQOMX/NQPE/TOTAL MARKET VALUE,NASDAQOMX/NQJP/INDEX VALUE,NASDAQOMX/NQJP/TOTAL MARKET VALUE,NASDAQOMX/NQCH/INDEX VALUE,NASDAQOMX/NQCH/TOTAL MARKET VALUE,NASDAQOMX/NQCA/INDEX VALUE,NASDAQOMX/NQCA/TOTAL MARKET VALUE,NASDAQOMX/NQNO/INDEX VALUE,NASDAQOMX/NQNO/TOTAL MARKET VALUE,NASDAQOMX/NQAU/INDEX VALUE,NASDAQOMX/NQAU/TOTAL MARKET VALUE,NASDAQOMX/NQIN/INDEX VALUE,NASDAQOMX/NQIN/TOTAL MARKET VALUE,NASDAQOMX/NQDK/INDEX VALUE,NASDAQOMX/NQDK/TOTAL MARKET VALUE,NASDAQOMX/NQBR/INDEX VALUE,NASDAQOMX/NQBR/TOTAL MARKET VALUE,NASDAQOMX/NQEG/INDEX VALUE,NASDAQOMX/NQEG/TOTAL MARKET VALUE,NASDAQOMX/NQDE/INDEX VALUE,NASDAQOMX/NQDE/TOTAL MARKET VALUE,NASDAQOMX/NQIE/INDEX VALUE,NASDAQOMX/NQIE/TOTAL MARKET VALUE,NASDAQOMX/NQPT/INDEX VALUE,NASDAQOMX/NQPT/TOTAL MARKET VALUE,NASDAQOMX/NQGB/INDEX VALUE,NASDAQOMX/NQGB/TOTAL MARKET VALUE,NASDAQOMX/NQHU/INDEX VALUE,NASDAQOMX/NQHU/TOTAL MARKET VALUE,NASDAQOMX/NQIL/INDEX VALUE,NASDAQOMX/NQIL/TOTAL MARKET VALUE,NASDAQOMX/NQNL/INDEX VALUE,NASDAQOMX/NQNL/TOTAL MARKET VALUE,NASDAQOMX/NQSG/INDEX VALUE,NASDAQOMX/NQSG/TOTAL MARKET VALUE,NASDAQOMX/NQMY/INDEX VALUE,NASDAQOMX/NQMY/TOTAL MARKET VALUE,NASDAQOMX/NQTW/INDEX VALUE,NASDAQOMX/NQTW/TOTAL MARKET VALUE,NASDAQOMX/NQAT/INDEX VALUE,NASDAQOMX/NQAT/TOTAL MARKET VALUE,NASDAQOMX/NQCO/INDEX VALUE,NASDAQOMX/NQCO/TOTAL MARKET VALUE,NASDAQOMX/NQBE/INDEX VALUE,NASDAQOMX/NQBE/TOTAL MARKET VALUE,NASDAQOMX/NQUSB/TOTAL MARKET VALUE,NASDAQOMX/NQUSB/INDEX VALUE
3/30/2001,1387.36,1.45777E+11,908.06,1.88043E+11,914.43,6.57819E+11,,,187.23,10646497776,219.77,80100870925,,,448.55,8628601010,1585.92,2.1248E+11,240.6,8828748186,140.7,9992266928,2823.37,29121913040,82.42,3308242750,305.72,51276319556,452.29,1.55056E+11,218.37,34057284061,199.2,5299592692,,,987.29,1.59332E+12,562.33,5.30218E+11,358.82,3.10623E+11,384.44,26863498953,345.77,2.10313E+11,195.26,38310448594,365.15,45749135454,224.9,5303078240,,,751.19,6.13508E+11,1293.59,49239161847,1674.05,21082776097,795.56,1.58955E+12,341.21,3554508034,612.86,27858929100,1034.31,3.06593E+11,413.41,74305324986,351.63,47793245084,812.47,2.04272E+11,446.28,7917833647,,,816.6,59436146996,,
4/2/2001,1387.4,1.45782E+11,905.33,1.87478E+11,917.87,6.60294E+11,,,170.64,9702851830,213.82,77932170244,,,444.08,8542685111,1580.89,2.11805E+11,241.08,8846435915,140.27,9961618761,2803.09,28912736327,79.89,3206820465,307.21,51526322151,440.3,1.50947E+11,219.05,34163389553,196.29,5222357664,,,970.08,1.56555E+12,550.68,5.19238E+11,361.2,3.12682E+11,383.32,26785022957,347.58,2.11413E+11,192.66,37799955806,356.12,44617842201,220.65,5202845868,,,749.92,6.12465E+11,1291.37,49154981371,1657.37,20872762134,793.16,1.58477E+12,336.29,3503260824,597.9,27178634597,1030.9,3.05581E+11,402.2,72290502083,353.58,48058769074,782.63,1.9677E+11,440.12,7808568749,,,824.35,60000676937,,
4/3/2001,1313.03,1.37968E+11,877.6,1.81736E+11,885.43,6.36956E+11,,,157.43,8951816124,208.71,76072025713,,,431.21,8295040505,1545.91,2.07119E+11,237.13,8701480592,137.61,9772714143,2774.08,28613454107,78.96,3169311327,298.52,50068680822,430.46,1.47575E+11,214.53,33459325288,198.38,5277940445,,,992.27,1.60136E+12,540.75,5.09869E+11,351.98,3.04704E+11,378.84,26471963031,349.09,2.12329E+11,195.16,38289211400,348.84,43705530550,215.54,5082531215,,,716.55,5.85211E+11,1266.28,48199814032,1638.71,20637692145,777.3,1.55307E+12,330.47,3442646494,565.24,25694172995,1005.56,2.9807E+11,404.47,72699314284,340.74,46313305082,761.15,1.91368E+11,437.47,7761499193,,,818.93,59606076882,,
4/4/2001,1322.51,1.38963E+11,910.95,1.88641E+11,913.21,6.56941E+11,,,160.05,9100668912,201.01,73263105501,,,425.12,8177964619,1591.63,2.13244E+11,236.98,8695754411,133.76,9499614399,2830.82,29198699956,76.55,3072531014,280.69,47078234818,441.51,1.51363E+11,213.24,33257138844,197.21,5246583970,,,1000.75,1.61505E+12,545.82,5.14657E+11,352.99,3.05576E+11,381.63,26667253371,353.47,2.14997E+11,193.08,37881988053,347.36,43520099574,215.92,5091407024,,,740.88,6.05085E+11,1276.77,48598922440,1699.93,21408753731,789.98,1.57842E+12,337.28,3513593896,571.65,25985495383,1022.01,3.02947E+11,400.31,71951195517,314.2,42705922337,753.22,1.89375E+11,448.3,7953701808,,,827.95,60262811718,,
4/5/2001,1394.63,1.46541E+11,921.5,1.90827E+11,919.67,6.61592E+11,,,173.61,9871672294,201.01,73263105501,,,438.37,8432786438,1599.97,2.14361E+11,237.83,8727054185,135.61,9630406503,2876.97,29674692563,74.99,3009871267,281.76,47258034755,467.73,1.60352E+11,219.28,34200514902,198.36,5277386562,,,1017.07,1.64138E+12,554.73,5.23051E+11,356.67,3.08762E+11,386.97,27040202507,357.01,2.17147E+11,193.08,37881988053,352.17,44123305161,219.01,5164236110,,,753.09,6.15059E+11,1299.64,49469680995,1717.56,21630705563,799.47,1.59738E+12,355.21,3700389782,607.99,27637606842,1044.51,3.09615E+11,412.1,74071618527,311.9,42392575107,755.61,1.89977E+11,448.26,7953020996,,,834.32,60726386099,,
4/6/2001,1382.32,1.45248E+11,926.36,1.91834E+11,923.3,6.64198E+11,,,170.36,9687175195,210.8,76834861910,,,443.58,8532984910,1613.6,2.16188E+11,231.73,8503067804,135.04,9590187177,2898.78,29899678268,74.36,2984616280,294.01,49311177455,458.83,1.57299E+11,217.85,33977136721,198.9,5291751348,,,1023.89,1.65239E+12,554.33,5.22672E+11,355.34,3.07608E+11,389.24,27198807760,362.31,2.20371E+11,193.48,37961143131,355.62,44554613930,224.71,5298628811,,,748.33,6.11172E+11,1317.28,50141146112,1715.77,21608193159,804.35,1.60712E+12,355.49,3703334415,599.58,27255134099,1050.07,3.11265E+11,410.06,73703395554,301.58,40990912721,769.97,1.93587E+11,445.49,7903783303,,,835.36,60801964454,,
4/9/2001,1389.01,1.45951E+11,938.35,1.94316E+11,929.28,6.68501E+11,,,163.88,9318412462,207.18,75512771358,,,452.96,8713410885,1626.79,2.17955E+11,230.29,8450534085,132.03,9376695946,2879.93,29705271354,74,2970148937,291.59,48906848870,475.22,1.6292E+11,219.31,34204393301,199.2,5299669175,,,990.44,1.59841E+12,564.04,5.31832E+11,360.07,3.117E+11,389.95,27248650459,359.84,2.18871E+11,191.38,37547794150,357.7,44815257393,227.33,5360385969,,,755.75,6.17233E+11,1338.61,50952768741,1738.13,21889789302,819.57,1.63753E+12,352,3666934409,615.33,27970926956,1060.44,3.14338E+11,390.65,70215037772,286.71,38969637422,752.83,1.89277E+11,449.88,7981633842,,,847.89,61713794655,,
4/10/2001,1447.59,1.52106E+11,944.39,1.95566E+11,943.65,6.78843E+11,,,158.83,9031761917,204.88,74674360972,,,459.26,8834742848,1623.42,2.17504E+11,229.78,8431680562,132.66,9420870377,2885.66,29764409543,76.94,3088071207,297.45,49888361716,489.61,1.67854E+11,228.02,35563228462,199.3,5302180401,,,980.31,1.58205E+12,566.32,5.33985E+11,367.15,3.17829E+11,396.47,27703911581,363.73,2.21233E+11,186.99,36686141746,357.29,44764020497,237.65,5603894342,,,765.97,6.25577E+11,1345.79,51226193262,1731.41,21805213498,832.27,1.66291E+12,356.15,3710107484,653.12,29688829788,1067.22,3.16347E+11,395.2,71032346479,288.49,39211963952,746.93,1.87793E+11,446.52,7922127962,,,840.85,61201725736,,
4/11/2001,1506.08,1.58252E+11,941.48,1.94963E+11,944.65,6.79563E+11,,,165.83,9429641913,213.72,77898735656,,,464.21,8929925632,1620.07,2.17054E+11,231.01,8476661560,134.76,9570199600,2878.5,29690470026,77.1,3094521343,310.24,52033339093,482.62,1.65456E+11,228.76,35678221479,197.73,5260581829,,,999.78,1.61348E+12,569.71,5.37182E+11,363.12,3.14343E+11,399.02,27881884933,371.02,2.2567E+11,177.48,34821967857,359.6,45053460215,239.08,5637562628,,,765,6.24783E+11,1337.26,50901469931,1722.86,21697431582,826.69,1.65176E+12,357.68,3726087774,675.6,30710878453,1072.89,3.18029E+11,396.41,71249724330,296.34,40277666601,764.27,1.92154E+11,441.55,7833912060,,,826.1,60127621025,,
4/12/2001,1521.07,1.59826E+11,956.9,1.98157E+11,957.13,6.88534E+11,,,176.22,10020596589,218.19,79525458215,,,465.61,8956841484,1645.07,2.20404E+11,229.71,8429271721,139.74,9923662443,2989.14,30831738290,76.64,3076202847,314.79,52797531356,478.01,1.63877E+11,228.02,35563435924,197.83,5263220404,,,1018.22,1.64324E+12,575.79,5.42908E+11,364.62,3.15644E+11,402.8,28146584887,376.08,2.28746E+11,169.5,33254586131,360.76,45199743880,241.34,5690698798,,,777.25,6.34789E+11,1339.37,50981855705,1735.08,21851434475,828.02,1.65441E+12,361.11,3761862128,682.01,31002201949,1083.33,3.21122E+11,390.47,70183053881,294.12,39976504979,775.14,1.94886E+11,446.26,7917446411,,,823.26,59921256950,,
4/16/2001,1505.4,1.58181E+11,947.05,1.96117E+11,947.27,6.81444E+11,,,200.71,11412983031,212.85,77581030459,,,463.93,8924495704,1628.13,2.18134E+11,228.37,8379837644,139.26,9889931109,2958.36,30514270965,74.47,2988932894,316.1,53016370493,473,1.62159E+11,225.36,35148227528,197.76,5261267822,,,1002.41,1.61773E+12,569.93,5.37388E+11,364.45,3.15498E+11,398.7,27859946774,377.26,2.29464E+11,173.19,33980109177,361.24,45258953592,233.23,5499524267,,,769.25,6.28252E+11,1325.58,50456901332,1717.22,21626433603,824.53,1.64745E+12,358.87,3738443136,675.68,30714547152,1072.17,3.17816E+11,390.12,70120225893,303.23,41214181256,760.56,1.91222E+11,441.66,7835922103,,,814.78,59304271227,,
4/17/2001,1448.08,1.52158E+11,931.74,1.92946E+11,938.81,6.75356E+11,,,183.07,10409718427,216.34,78852058331,,,449.72,8651089081,1621.32,2.17222E+11,230.45,8456452518,136.7,9707712652,2987.69,30816782726,73.7,2958245289,307.79,51622778559,467.16,1.60157E+11,230.56,35959368149,196.5,5227720695,,,1002.66,1.61812E+12,567.51,5.35106E+11,368.2,3.18739E+11,396.42,27700772538,372.02,2.26279E+11,177.71,34866236624,361.5,45291845359,233,5494055420,,,758.51,6.19486E+11,1326.31,50484722026,1718.37,21640903155,823.39,1.64517E+12,357.53,3724503866,679.6,30892450652,1057.6,3.13496E+11,385.27,69247457361,298.94,40632107422,760.69,1.91254E+11,441.53,7833561268,,,812.35,59127354076,,
4/18/2001,1591,1.67175E+11,950.49,1.96829E+11,956.64,6.88184E+11,,,179.81,10224377495,229.97,83821349733,,,473.9,9116344843,1630.33,2.18429E+11,235.02,8624028656,143.5,10190809464,3073.27,31699452763,72.74,2919759160,325.06,54519654311,490.44,1.68138E+11,236.99,36961778940,196.18,5219214126,,,1041.11,1.68017E+12,567.28,5.34891E+11,374.59,3.2427E+11,397.03,27742938306,365.86,2.22532E+11,186.69,36629032828,365.62,45807564913,238.2,5616642617,,,781.44,6.3821E+11,1314.24,50025193534,1733.33,21829274085,831.95,1.66226E+12,361.28,3763551883,719.4,32701737059,1077.86,3.19503E+11,394.54,70914113087,295.25,40130059681,772.4,1.94198E+11,441.38,7830920764,,,813.34,59198987966,,
4/19/2001,1655.09,1.73909E+11,969.44,2.00755E+11,974.29,7.00881E+11,,,190.63,10839810226,244.23,89018020227,,,486.47,9358108416,1650.33,2.21109E+11,239.41,8784950100,143.28,10175436341,3112.52,32104290523,70.63,2834840049,334.77,56147709848,518.71,1.77829E+11,228.15,35582558270,197.31,5249361004,,,1061.46,1.71303E+12,574,5.41221E+11,379.71,3.28709E+11,396.22,27686433139,379.21,2.30648E+11,192.92,37851065384,369.81,46333437612,230.09,5425442032,,,797.15,6.51041E+11,1309.83,49857618028,1748.37,22018723178,838.87,1.6761E+12,364.71,3799300995,755.22,34329830334,1090.91,3.23369E+11,399.76,71852579264,294.53,40031987336,792.29,1.99197E+11,447.43,7938267403,,,825.1,60055401924,,
4/20/2001,1717.87,1.80506E+11,952.6,1.97266E+11,982.56,7.0683E+11,,,192.62,10953068534,238.02,86755361817,,,483.9,9308724624,1661.56,2.22613E+11,236,8659846651,139.47,9904711694,3142.01,32408511764,65.21,2617368010,329.49,55263294270,495.67,1.6993E+11,224.86,35069679727,196.04,5215507696,,,1048.47,1.69206E+12,577.32,5.44349E+11,380.36,3.29268E+11,397.18,27753460258,386.57,2.35126E+11,195.39,38334610972,369.16,46251250862,218.79,5158990011,,,800.5,6.53777E+11,1321.64,50306827102,1756.26,22118087987,843.44,1.68523E+12,370.5,3859661317,736.89,33496613506,1094.43,3.24413E+11,402.21,72293329407,297.44,40427479789,788.65,1.98283E+11,453.87,8052554381,,,821.99,59828948585,,
4/23/2001,1691.82,1.77768E+11,916.37,1.89765E+11,969.09,6.97139E+11,,,192.86,10966327378,239.93,87449188817,,,467.4,8991352952,1627.87,2.18099E+11,235.64,8646737294,138.72,9851687715,3120.18,32183390669,64.86,2603371579,330.07,55360362550,477.3,1.63633E+11,220.77,34432521636,198.22,5273446188,,,1056.07,1.70432E+12,569.7,5.37165E+11,373.88,3.23655E+11,396.83,27729097368,374.45,2.27754E+11,195.11,38280010887,367.78,46079167434,220.57,5201131198,,,785.07,6.41174E+11,1320.22,50252831151,1686.37,21237865058,841.63,1.68162E+12,363.66,3788394728,726.63,33030318266,1075.01,3.18657E+11,409.11,73532837379,296,40231938168,788.33,1.98202E+11,453.32,8042677353,,,809.05,58886730330,,
4/24/2001,1678.97,1.76418E+11,927.08,1.91983E+11,970.96,6.98483E+11,,,204.31,11617896125,238.51,86934598467,,,465.65,8957561611,1642.76,2.20094E+11,235.08,8626310165,140.99,10012493817,3070.56,31671568666,65.98,2648236394,330.39,55414285437,478.42,1.64015E+11,221.84,34599780940,199.21,5299891048,,,1050.26,1.69495E+12,574.92,5.42089E+11,371.31,3.21437E+11,402.21,28104881373,373.79,2.27353E+11,196.4,38533693944,367.08,45991603779,220.69,5203845935,,,792.61,6.47335E+11,1320.9,50278860571,1667.48,20999997012,834.68,1.66772E+12,364.16,3793621683,687.41,31247750224,1082.75,3.2095E+11,405.9,72955902682,295.81,40206455592,787.55,1.98008E+11,453.84,8051950393,,,812.2,59116365507,,
4/25/2001,1661.86,1.7462E+11,922.13,1.90958E+11,971.12,6.98603E+11,,,201.2,11440574058,243.68,88817179417,,,470.55,9051939163,1653.29,2.21506E+11,233.85,8580943026,140.71,9992500410,3087.47,31845908037,66.65,2675048191,330.46,55424891187,487.14,1.67006E+11,222.97,34775171639,203.15,5404711456,,,1059.9,1.71051E+12,571.89,5.39234E+11,377.26,3.26582E+11,401.9,28083194640,374.72,2.27917E+11,197.11,38672246438,363.97,45601136448,219.84,5183919004,,,793.73,6.48246E+11,1327.96,50547722081,1673.63,21077508871,833.89,1.66616E+12,365.6,3808567775,696.57,31664116588,1086.81,3.22155E+11,401.61,72184673676,296.74,40333214574,774.24,1.94661E+11,452.74,8032500733,,,816.28,59413289299,,
4/26/2001,1698.15,1.78433E+11,948.36,1.96389E+11,991.7,7.13403E+11,,,218.49,12424155974,240.22,87555848787,,,482.44,9280589682,1665.03,2.23078E+11,237.15,8702178026,140.22,9957908541,3116.14,32141671006,65.38,2624242552,332.17,55713105422,496.6,1.70248E+11,227.35,35459006019,197.36,5250699099,,,1068.48,1.72435E+12,572.75,5.40046E+11,379.2,3.2826E+11,404.46,28262362501,378.21,2.30043E+11,193.18,37901548881,368.23,46134508622,229.45,5410441150,,,799.46,6.52932E+11,1338.11,50934072610,1689.85,21281716241,839.12,1.67659E+12,366.82,3821282620,684.21,31102042591,1105.96,3.27831E+11,400.02,71899361529,301.18,40936421861,775.16,1.94891E+11,457.97,8125172799,,,825.68,60097618021,,
4/27/2001,1756.75,1.84591E+11,951.48,1.97036E+11,999.16,7.18771E+11,,,270.64,15389285861,236.16,86076073244,,,482.08,9273581825,1664.33,2.22985E+11,241.41,8858319533,140.17,9954588567,3099.86,31973742142,66.71,2677782482,336.31,56406489150,501.46,1.71916E+11,225.75,35208775563,196.36,5224040117,,,1061.53,1.71313E+12,570.19,5.37635E+11,380.48,3.2937E+11,408.38,28536150926,375.33,2.2829E+11,184.35,36168434391,366.43,45909404767,237.14,5591865245,,,797.75,6.51528E+11,1339.75,50996268429,1667.84,21004508570,846.72,1.69178E+12,360.92,3759816871,695.07,31595654826,1110.34,3.29129E+11,404.07,72627447332,304.8,41427787297,760.27,1.91147E+11,455.33,8078467067,,,821.02,59757872248,,
4/30/2001,1822.33,1.91482E+11,958.13,1.98413E+11,1003.52,7.21906E+11,,,274.84,15628378798,248.13,90440111566,,,473.27,9104127017,1674.71,2.24375E+11,243.86,8948422662,142.25,10102247022,3100.56,31980938647,69.46,2787817612,337.31,56575171563,511.28,1.75281E+11,228.4,35622441493,191.44,5093105685,,,1063.47,1.71627E+12,571.89,5.3923E+11,377.83,3.2708E+11,410.72,28699670379,379.38,2.30751E+11,190.93,37460941846,369.72,46322152474,236.81,5584008983,,,802.34,6.55279E+11,1359,51729170170,1685.4,21225698187,845.79,1.68992E+12,358.47,3734312476,698.68,31759857400,1102.88,3.26917E+11,411,73873809831,302.58,41126094633,756.8,1.90274E+11,452.66,8030938657,,,817.38,59493240030,,
5/1/2001,1831.99,1.92497E+11,963.21,1.99465E+11,1008.84,7.25733E+11,,,268.49,15266928886,248.13,90440111566,,,472.97,9098388179,1683.59,2.25564E+11,242.64,8903743304,142.27,10103354874,3116.99,32150458614,72.91,2926333680,337.32,56575848286,513.42,1.76014E+11,228.33,35610888979,191.06,5083216372,,,1110.74,1.79255E+12,573.61,5.40851E+11,378.28,3.27466E+11,413.14,28869142957,384.13,2.33645E+11,190.93,37460941846,369.75,46325233848,234.82,5537085176,,,806.59,6.58753E+11,1358.25,51700471113,1694.33,21338210671,842.1,1.68255E+12,360.31,3753486783,710.49,32296659477,1114.01,3.30216E+11,412.62,74163477084,302.58,41126094633,757.34,1.9041E+11,455.06,8073508316,,,821.71,59808599548,,
5/2/2001,1843.99,1.93758E+11,949.46,1.96617E+11,999.71,7.19172E+11,,,257.67,14651990444,253.82,92513686838,,,475.35,9144295586,1686.59,2.25967E+11,243.12,8921193485,141.87,10075139908,3097.2,31946341209,72.67,2916897270,355.11,59560620623,512.35,1.75647E+11,231.64,36127463713,200.57,5336032487,,,1121.85,1.81049E+12,576.02,5.43128E+11,379.3,3.28352E+11,413.83,28917323487,386.76,2.35245E+11,193.24,37913527052,367.53,46047919608,233.81,5513167323,,,799.57,6.53019E+11,1369.68,52135558692,1690.79,21293645947,838.36,1.67507E+12,364.86,3800886448,734.01,33365955468,1118.05,3.31414E+11,411.92,74038941884,318.46,43284374877,747.83,1.88019E+11,457.41,8115328127,,,817.55,59505916419,,
5/3/2001,1796.01,1.88717E+11,935.62,1.93751E+11,981.57,7.06119E+11,,,278.75,15850548537,255.29,93048934504,,,475.72,9151227461,1660.08,2.22415E+11,241.98,8879433818,142.84,10143994043,3063.32,31596844318,76.27,3061337388,354.29,59422063737,499.53,1.71252E+11,231.14,36049396254,201.48,5360413076,,,1130.64,1.82467E+12,572.1,5.39427E+11,377.09,3.26439E+11,406.44,28400636867,389.62,2.36984E+11,191.87,37645332708,369.72,46321545984,229.2,5404499407,,,782.47,6.3905E+11,1377.31,52426017331,1680.92,21169307865,819.46,1.63731E+12,368.59,3839772553,713.08,32414353251,1100.54,3.26224E+11,410.21,73731189292,317.58,43164987491,763.79,1.92032E+11,447.05,7931434339,,,808.94,58878661397,,
5/4/2001,1812.7,1.9047E+11,944.5,1.95589E+11,981.38,7.05983E+11,,,283.72,16132972303,256.38,93445845767,,,470.06,9042443803,1665.63,2.23158E+11,244.48,8971107799,143.98,10225278380,3053.32,31493735811,77.68,3117742679,344.59,57796188360,510.61,1.75052E+11,232.83,36313654628,201.19,5352482878,,,1131.11,1.82543E+12,576.83,5.43892E+11,378.3,3.27486E+11,406.21,28384288740,386.35,2.34995E+11,193.24,37913145962,369.3,46269638058,230.16,5427199917,,,793.67,6.48196E+11,1385.11,52723025482,1699.22,21399706580,837.07,1.6725E+12,382.91,3988964770,711.83,32357721091,1088.72,3.2272E+11,403.92,72601304969,297.89,40489647002,739.19,1.85847E+11,443.11,7861565444,,,799.97,58226096727,,
5/7/2001,1814.95,1.90707E+11,945.74,1.95845E+11,985.86,7.09208E+11,,,274.5,15609012279,260.41,94915707630,,,466.33,8970758731,1667.72,2.23439E+11,244.66,8977713645,144.06,10230880413,3008.77,31034189041,77.68,3117742679,345.21,57899336747,512.99,1.75868E+11,231.02,36031348599,199.31,5302701949,,,1140.84,1.84113E+12,583.23,5.49928E+11,378.12,3.27331E+11,409.81,28636397309,387.57,2.35732E+11,196.51,38555668587,372.47,46666893222,228.93,5398278706,,,787.81,6.43417E+11,1379.39,52505093506,1692.82,21319108971,838.65,1.67565E+12,380.79,3966845400,705.03,32048625533,1090.62,3.23285E+11,403.4,72507132625,297.89,40489647002,737.64,1.85459E+11,442.69,7854043610,,,799.09,58161926193,,
5/8/2001,1782.85,1.87333E+11,944.27,1.95541E+11,981.71,7.06221E+11,,,286.62,16298276208,256.65,93545916306,,,459.65,8842145682,1648.05,2.20803E+11,247.52,9082541580,143.97,10224158086,2991.93,30860528469,77.21,3099074859,347.24,58239411327,501.81,1.72036E+11,229.97,35867839296,198.66,5285196102,,,1117.37,1.80326E+12,576.49,5.43575E+11,378.22,3.27413E+11,407.49,28474110476,385.71,2.34603E+11,198.39,38924070590,376.37,47154332796,224.9,5303036467,,,778.79,6.3605E+11,1386.01,52757138641,1675.3,21098485927,836.22,1.6708E+12,375.6,3912751052,719.52,32707173477,1077.88,3.19508E+11,398.6,71643547037,296.45,40293490214,730.53,1.8367E+11,439.6,7799341861,,,794.9,57857188613,,
5/9/2001,1750.6,1.83945E+11,943.74,1.95433E+11,975.48,7.0174E+11,,,274.08,15584950927,251.13,91532023093,,,449.88,8654149142,1630.85,2.18499E+11,247.09,9066933897,147.74,10492314583,2945.1,30377447587,76.11,3054931591,351.54,58961634080,496.38,1.70174E+11,230.33,35923098670,199.55,5309033046,,,1099.52,1.77444E+12,571.57,5.38927E+11,381.13,3.29936E+11,405,28299977817,389.16,2.36703E+11,196.82,38615285220,373.45,46788668957,226.49,5340645522,,,772.9,6.31238E+11,1389.85,52903282454,1665.9,20980176813,831.8,1.66196E+12,368.92,3843150061,699.48,31796314783,1065.8,3.15926E+11,396.23,71218776386,296.52,40303128997,738.67,1.85717E+11,437.29,7758246618,,,797.27,58029534012,,
5/10/2001,1820.47,1.91286E+11,958.08,1.98401E+11,994.66,7.15535E+11,,,272.5,15495251074,251.7,91739331868,,,465.4,8952706605,1643.2,2.20153E+11,250.3,9184814605,149.7,10631373456,2926.88,30189571316,74.37,2985051945,348.77,58496609422,504.03,1.72795E+11,231,36027108558,199.53,5308345511,,,1086.18,1.75292E+12,580.59,5.47438E+11,385.55,3.33761E+11,409.08,28585395934,395.4,2.40497E+11,195.81,38417669458,374.23,46886519118,227.07,5354243821,,,783.76,6.40107E+11,1405.08,53482942222,1678.96,21144588272,839.05,1.67645E+12,380.01,3958724759,693.83,31539456537,1101.64,3.26549E+11,399.54,71813209304,296.45,40292577039,722.39,1.81623E+11,443.32,7865376711,,,807.52,58775345076,,
5/11/2001,1762.55,1.85201E+11,938.49,1.94346E+11,981.18,7.05837E+11,,,262.19,14908645496,254.16,92638597189,,,461.99,8887231829,1627.33,2.18028E+11,251.12,9214906463,146.67,10416420630,2903.14,29944645428,74.06,2972789101,346.88,58178811876,503.25,1.72528E+11,231.48,36102961942,205.42,5465104011,,,1087.82,1.75557E+12,579.61,5.46514E+11,380.15,3.29082E+11,407.83,28497720349,393.06,2.39074E+11,194.91,38241350861,371.24,46512233022,220.03,5188368912,,,774.68,6.32689E+11,1414.06,53824973786,1660.49,20912047004,828.71,1.6558E+12,373.71,3893122942,679.52,30889140613,1088.44,3.22637E+11,402.72,72383953661,294.78,40066004913,738.03,1.85555E+11,440.91,7822484606,,,801.66,58348941731,,
5/14/2001,1709.63,1.7964E+11,927.09,1.91984E+11,965.54,6.9459E+11,,,265.18,15078993589,254.6,92796282196,,,463.44,8915034111,1626.92,2.17972E+11,249.67,9161639073,144.82,10284812237,2829.81,29188248325,72.52,2910802747,339.14,56881274348,496.27,1.70135E+11,230.45,35941378747,204.81,5448838449,,,1068.62,1.72457E+12,575.11,5.42266E+11,379.7,3.28695E+11,400.12,27959158157,390.19,2.37329E+11,194.81,38221001472,370.02,46359120986,211.92,4996984934,,,762.77,6.2296E+11,1419.62,54036402599,1642.55,20686086864,800.88,1.6002E+12,368.39,3837708743,664.74,30217079797,1076.05,3.18964E+11,395.49,71085270022,291.34,39598253791,730.65,1.83701E+11,436.03,7735898758,,,794.57,57833327173,,
