TRADE DATE,NASDAQOMX/NQFI/INDEX VALUE,NASDAQOMX/NQFI/TOTAL MARKET VALUE,NASDAQOMX/NQES/INDEX VALUE,NASDAQOMX/NQES/TOTAL MARKET VALUE,NASDAQOMX/NQFR/INDEX VALUE,NASDAQOMX/NQFR/TOTAL MARKET VALUE,NASDAQOMX/NQRU/INDEX VALUE,NASDAQOMX/NQRU/TOTAL MARKET VALUE,NASDAQOMX/NQTR/INDEX VALUE,NASDAQOMX/NQTR/TOTAL MARKET VALUE,NASDAQOMX/NQKR/INDEX VALUE,NASDAQOMX/NQKR/TOTAL MARKET VALUE,NASDAQOMX/NQMA/INDEX VALUE,NASDAQOMX/NQMA/TOTAL MARKET VALUE,NASDAQOMX/NQPL/INDEX VALUE,NASDAQOMX/NQPL/TOTAL MARKET VALUE,NASDAQOMX/NQIT/INDEX VALUE,NASDAQOMX/NQIT/TOTAL MARKET VALUE,NASDAQOMX/NQCL/INDEX VALUE,NASDAQOMX/NQCL/TOTAL MARKET VALUE,NASDAQOMX/NQTH/INDEX VALUE,NASDAQOMX/NQTH/TOTAL MARKET VALUE,NASDAQOMX/NQGR/INDEX VALUE,NASDAQOMX/NQGR/TOTAL MARKET VALUE,NASDAQOMX/NQID/INDEX VALUE,NASDAQOMX/NQID/TOTAL MARKET VALUE,NASDAQOMX/NQCN/INDEX VALUE,NASDAQOMX/NQCN/TOTAL MARKET VALUE,NASDAQOMX/NQSE/INDEX VALUE,NASDAQOMX/NQSE/TOTAL MARKET VALUE,NASDAQOMX/NQMX/INDEX VALUE,NASDAQOMX/NQMX/TOTAL MARKET VALUE,NASDAQOMX/NQPH/INDEX VALUE,NASDAQOMX/NQPH/TOTAL MARKET VALUE,NASDAQOMX/NQPE/INDEX VALUE,NASDAQOMX/NQPE/TOTAL MARKET VALUE,NASDAQOMX/NQJP/INDEX VALUE,NASDAQOMX/NQJP/TOTAL MARKET VALUE,NASDAQOMX/NQCH/INDEX VALUE,NASDAQOMX/NQCH/TOTAL MARKET VALUE,NASDAQOMX/NQCA/INDEX VALUE,NASDAQOMX/NQCA/TOTAL MARKET VALUE,NASDAQOMX/NQNO/INDEX VALUE,NASDAQOMX/NQNO/TOTAL MARKET VALUE,NASDAQOMX/NQAU/INDEX VALUE,NASDAQOMX/NQAU/TOTAL MARKET VALUE,NASDAQOMX/NQIN/INDEX VALUE,NASDAQOMX/NQIN/TOTAL MARKET VALUE,NASDAQOMX/NQDK/INDEX VALUE,NASDAQOMX/NQDK/TOTAL MARKET VALUE,NASDAQOMX/NQBR/INDEX VALUE,NASDAQOMX/NQBR/TOTAL MARKET VALUE,NASDAQOMX/NQEG/INDEX VALUE,NASDAQOMX/NQEG/TOTAL MARKET VALUE,NASDAQOMX/NQDE/INDEX VALUE,NASDAQOMX/NQDE/TOTAL MARKET VALUE,NASDAQOMX/NQIE/INDEX VALUE,NASDAQOMX/NQIE/TOTAL MARKET VALUE,NASDAQOMX/NQPT/INDEX VALUE,NASDAQOMX/NQPT/TOTAL MARKET VALUE,NASDAQOMX/NQGB/INDEX VALUE,NASDAQOMX/NQGB/TOTAL MARKET VALUE,NASDAQOMX/NQHU/INDEX VALUE,NASDAQOMX/NQHU/TOTAL MARKET VALUE,NASDAQOMX/NQIL/INDEX VALUE,NASDAQOMX/NQIL/TOTAL MARKET VALUE,NASDAQOMX/NQNL/INDEX VALUE,NASDAQOMX/NQNL/TOTAL MARKET VALUE,NASDAQOMX/NQSG/INDEX VALUE,NASDAQOMX/NQSG/TOTAL MARKET VALUE,NASDAQOMX/NQMY/INDEX VALUE,NASDAQOMX/NQMY/TOTAL MARKET VALUE,NASDAQOMX/NQTW/INDEX VALUE,NASDAQOMX/NQTW/TOTAL MARKET VALUE,NASDAQOMX/NQAT/INDEX VALUE,NASDAQOMX/NQAT/TOTAL MARKET VALUE,NASDAQOMX/NQCO/INDEX VALUE,NASDAQOMX/NQCO/TOTAL MARKET VALUE,NASDAQOMX/NQBE/INDEX VALUE,NASDAQOMX/NQBE/TOTAL MARKET VALUE,NASDAQOMX/NQUSB/TOTAL MARKET VALUE,NASDAQOMX/NQUSB/INDEX VALUE
8/12/2010,1170.58,1.23158E+11,1302.46,3.60715E+11,948.61,9.72411E+11,1030.31,2.48263E+11,963.35,68996770553,813.31,4.80866E+11,1204.72,17572415088,1022.17,56427444326,1310.9,3.02124E+11,1023.37,77390221521,624.71,99866399930,2257.32,40258593668,793.56,87226525398,1035.82,8.17266E+11,846.15,3.52696E+11,776.1,1.59095E+11,533.82,27502870649,797.29,19767134149,1006.25,2.18815E+12,826.24,8.22884E+11,900.24,1.29434E+12,832.51,1.05114E+11,857.52,9.13433E+11,1114.11,4.99629E+11,830.78,1.243E+11,1258.84,5.33243E+11,1485.82,27475345412,863.66,8.22065E+11,888.88,48023466067,1581.12,31202328221,849.86,2.15192E+12,1225.56,13036165418,1103.8,1.00019E+11,1013.17,2.94033E+11,877.53,2.59094E+11,804.1,1.67632E+11,953.4,4.51595E+11,968.96,40003699510,886.99,26313237450,862.62,1.17422E+11,,
8/13/2010,1170.61,1.23161E+11,1284.35,3.55697E+11,940.49,9.64086E+11,1027.77,2.4765E+11,964.36,69069588586,826.61,4.88732E+11,1203.81,17559117037,1004.59,55457083930,1299.52,2.995E+11,1034.81,78254896074,624.71,99866300801,2237.24,39900377640,804.78,88459883572,1041.31,8.21597E+11,841.79,3.5088E+11,778.2,1.59525E+11,533.32,27477211987,799.95,19832963408,1005.92,2.18743E+12,826.39,8.23027E+11,907.88,1.30533E+12,828.39,1.04595E+11,869.75,9.26467E+11,1121.2,5.0281E+11,824.95,1.23428E+11,1260.08,5.33768E+11,1485.82,27475345412,855.39,8.1419E+11,870.4,47025072343,1572.07,31023840657,851.78,2.15677E+12,1207.16,12840524170,1101.79,99837136235,1005.26,2.91738E+11,883.44,2.60838E+11,815.48,1.70005E+11,961.37,4.55369E+11,972.57,40152637229,882.24,26172138360,856.61,1.16604E+11,,
8/16/2010,1172.27,1.23335E+11,1289.69,3.57176E+11,943.63,9.67304E+11,1031.26,2.48491E+11,976.51,69939494605,822.47,4.86283E+11,1208.6,17628934774,1031.25,56928422915,1304.68,3.0069E+11,1044.77,79008088461,625.44,99982238970,2258.2,40274295197,803.32,88299648272,1048.35,8.27154E+11,860.22,3.5856E+11,783.67,1.60646E+11,534.91,27559219727,807.5,20020342426,1014.38,2.20582E+12,836.64,8.33236E+11,904.5,1.30046E+12,839.12,1.0595E+11,865.01,9.21413E+11,1115.28,5.00155E+11,827.24,1.2377E+11,1275.11,5.40137E+11,1474.59,27267746552,861.1,8.19627E+11,871.78,47099434314,1587.8,31334215786,856.27,2.16815E+12,1235.11,13137806475,1112.92,1.00845E+11,1009.76,2.93045E+11,881.88,2.60378E+11,817.93,1.70515E+11,966.47,4.57785E+11,986.57,40730898321,887.89,26339972658,857.86,1.16774E+11,,
8/17/2010,1192.15,1.25427E+11,1305.07,3.61437E+11,961.94,9.8608E+11,1043.49,2.51439E+11,991.84,71037500830,834.96,4.93665E+11,1213.99,17707631905,1044.92,57683188087,1323.57,3.05045E+11,1057.61,79979633512,631.69,1.00981E+11,2334.21,41629901041,803.32,88299648272,1049.43,8.28008E+11,875.5,3.64931E+11,791.69,1.62291E+11,541.65,27905995664,813.77,20175750851,1009.2,2.19457E+12,842.93,8.39504E+11,927.61,1.3337E+12,860.61,1.08663E+11,880.35,9.37751E+11,1121.1,5.02763E+11,837.48,1.25303E+11,1298.72,5.50137E+11,1495.32,27650961979,876.7,8.34475E+11,890.6,48116386686,1616.61,31902783173,862.54,2.18402E+12,1244.26,13235083776,1129.89,1.02383E+11,1028.86,2.98587E+11,883.04,2.60719E+11,827.62,1.72535E+11,965.91,4.57519E+11,1012.44,41798832417,897.54,26626239985,871.06,1.18571E+11,,
8/18/2010,1189.46,1.25144E+11,1305.69,3.61608E+11,957.97,9.82007E+11,1038.35,2.50199E+11,991.66,71024573600,839.33,4.96251E+11,1200.88,17516298479,1043.64,57612760087,1313.21,3.02656E+11,1069.57,80883905270,644.68,1.03058E+11,2312.12,41235983546,807.6,88770198809,1046.53,8.25713E+11,871.28,3.6317E+11,794.65,1.62896E+11,547.92,28229521252,816.87,20252487715,1021.86,2.22209E+12,845.13,8.41695E+11,932.72,1.34104E+12,855.93,1.08072E+11,875.34,9.32422E+11,1135.17,5.09075E+11,820.79,1.22806E+11,1297.02,5.49415E+11,1494.83,27641891649,873.25,8.31188E+11,887.61,47954961643,1607.18,31716715530,856.67,2.16915E+12,1240.19,13191793797,1128.97,1.023E+11,1026.4,2.97874E+11,883.83,2.60953E+11,831.7,1.73387E+11,964.82,4.57003E+11,1009.31,41669685328,903.57,26804882080,868.04,1.1816E+11,,
8/19/2010,1184.65,1.24638E+11,1287.63,3.56606E+11,940.57,9.64168E+11,1029.13,2.47978E+11,975.97,69900796071,850.68,5.02959E+11,1207.45,17612189616,1037.55,57276202534,1288.61,2.96986E+11,1061.62,80282900333,655.61,1.04806E+11,2283.21,40720298200,816.89,89791001870,1051.14,8.2935E+11,855.39,3.56546E+11,783.81,1.60675E+11,553.86,28535443126,811.68,20123910344,1036.14,2.25316E+12,845.35,8.41911E+11,922.39,1.32619E+12,838.32,1.05848E+11,872.98,9.29903E+11,1146.73,5.14258E+11,814.03,1.21793E+11,1275.38,5.40251E+11,1499.48,27727957744,859.54,8.1814E+11,870.06,47006605759,1595.94,31494828675,845.83,2.14172E+12,1225.74,13038092652,1123.56,1.01809E+11,1012.87,2.93945E+11,890.19,2.62832E+11,842.97,1.75735E+11,966.3,4.57706E+11,998.76,41233953372,905.59,26864892447,855.25,1.16419E+11,,
8/20/2010,1156.52,1.21678E+11,1252.05,3.46754E+11,915.33,9.383E+11,1014.15,2.44369E+11,968.93,69396603800,840.26,4.96804E+11,1191.57,17380505614,1009.62,55734711869,1254.97,2.89233E+11,1051.99,79554320955,657.76,1.05149E+11,2175.83,38805167642,819.85,90116735233,1047.68,8.26627E+11,832.55,3.47026E+11,784.06,1.60726E+11,560.03,28853221372,814.9,20203667260,1010.54,2.19749E+12,827.9,8.24532E+11,911.91,1.31112E+12,817.24,1.03186E+11,856.12,9.11949E+11,1142.89,5.12535E+11,791.39,1.18407E+11,1271.73,5.38704E+11,1499.48,27727957744,837.29,7.9696E+11,842.25,45504177051,1573.31,31048310426,836.17,2.11724E+12,1202.79,12793961398,1118.05,1.0131E+11,983.59,2.85448E+11,883.41,2.60828E+11,841.98,1.75529E+11,965.54,4.57346E+11,980.04,40461132148,905.3,26856276537,837.43,1.13992E+11,,
8/23/2010,1151.2,1.21119E+11,1266.05,3.50629E+11,920.22,9.43312E+11,1013.96,2.44323E+11,965.77,69170626010,837.16,4.94968E+11,1201.53,17525789613,1005.84,55525882424,1261.05,2.90635E+11,1065.64,80586562540,659.44,1.05417E+11,2181.87,38913013111,824,90572907312,1038.21,8.1915E+11,834.25,3.47734E+11,773.7,1.58603E+11,562.13,28961140382,815.65,20222227299,1011.12,2.19875E+12,828.14,8.24778E+11,911.41,1.31039E+12,821.54,1.0373E+11,859.54,9.15592E+11,1147.18,5.14461E+11,792.36,1.18552E+11,1261.6,5.34411E+11,1519.53,28098608477,836.42,7.9614E+11,848.1,45819874433,1572.6,31034177676,842.24,2.13262E+12,1180.19,12553578669,1123.99,1.01849E+11,980.42,2.84528E+11,881.14,2.6016E+11,848.25,1.76836E+11,970.3,4.596E+11,982.6,40566985197,928.41,27542027733,840.78,1.14448E+11,,
8/24/2010,1132.29,1.1913E+11,1247.98,3.45626E+11,906.35,9.29089E+11,991.67,2.38951E+11,957.86,68603806629,827.57,4.89298E+11,1205.02,17576801068,988.74,54581801388,1243.5,2.86589E+11,1056.13,79867433706,654.89,1.04691E+11,2117.51,37765139761,818.98,90021045452,1031.02,8.1348E+11,814.72,3.39594E+11,752.78,1.54313E+11,544.38,28046949890,812.52,20144788303,1016.49,2.21041E+12,825.28,8.21925E+11,892.65,1.28342E+12,794.47,1.00312E+11,843.4,8.98397E+11,1133.89,5.08502E+11,779.48,1.16625E+11,1239.87,5.2521E+11,1522.36,28151079125,826.79,7.86974E+11,799.81,43211416291,1565.02,30884665329,826.97,2.09395E+12,1152.48,12258882250,1107,1.00309E+11,966.29,2.80427E+11,877.83,2.59181E+11,843.68,1.75883E+11,963.6,4.56425E+11,965.6,39864811352,924.78,27434224616,833.59,1.1347E+11,,
8/25/2010,1117.17,1.17539E+11,1222.53,3.38577E+11,892.7,9.15101E+11,983.89,2.37078E+11,948.76,67952240053,811.94,4.80059E+11,1209.46,17641448129,979.87,54092321131,1224.72,2.8226E+11,1042.14,78809228086,651.3,1.04116E+11,2062.59,36785551972,826.75,90875758897,1026.49,8.09906E+11,805.79,3.35872E+11,749.12,1.53564E+11,549.28,28299261409,824.48,20441276511,996.6,2.16717E+12,820.41,8.17075E+11,893.65,1.28486E+12,777.83,98209970280,825.15,8.78957E+11,1123.65,5.03907E+11,763.01,1.14161E+11,1232.22,5.21968E+11,1501.43,27764079968,817.37,7.78E+11,800.8,43264725857,1545.39,30497220189,818.12,2.07154E+12,1145.64,12186057505,1094.61,99186448802,955.44,2.7728E+11,879.12,2.59564E+11,838.96,1.74899E+11,938.93,4.4474E+11,951.8,39295139029,919.89,27289018880,826.32,1.12481E+11,,
8/26/2010,1136.47,1.19569E+11,1247.01,3.45356E+11,907.14,9.29904E+11,1006.62,2.42555E+11,968.56,69370348646,813.85,4.81184E+11,1225.02,17868503163,1001.5,55286548068,1252.91,2.88757E+11,1054.77,79764682565,655.57,1.048E+11,2120.06,37810654912,826.58,90856307738,1023.48,8.0753E+11,825.72,3.44179E+11,748.56,1.5345E+11,557.36,28715572086,831.52,20615834533,1002.04,2.179E+12,829.14,8.25768E+11,903.62,1.2992E+12,797.07,1.00639E+11,841.58,8.96456E+11,1126.55,5.05209E+11,784.77,1.17416E+11,1225.19,5.18987E+11,1516.7,28046333818,827.37,7.87519E+11,815.23,44044160593,1572.79,31037969399,833.44,2.11033E+12,1164.67,12388517004,1104.81,1.00111E+11,972.59,2.82255E+11,882.02,2.60419E+11,844.34,1.76021E+11,934.34,4.42566E+11,965.74,39870679391,934.02,27708238971,842.49,1.14681E+11,,
8/27/2010,1134.37,1.19348E+11,1262.13,3.49544E+11,913.58,9.36505E+11,1012.78,2.44039E+11,973.21,69703370682,809.91,4.78857E+11,1223.59,17847613246,1011.81,55855704813,1257.65,2.8985E+11,1065.38,80567088114,667.82,1.06757E+11,2126.75,37929906391,811.75,89226507897,1022.4,8.06676E+11,836.38,3.48623E+11,757.01,1.55181E+11,550.11,28342036179,839.1,20803752156,1007.39,2.19063E+12,832.93,8.29546E+11,914.21,1.31443E+12,801.51,1.01201E+11,849.78,9.05188E+11,1112.61,4.98957E+11,784.78,1.17418E+11,1261.64,5.34431E+11,1516.7,28046333818,831.78,7.91724E+11,815.18,44041515668,1579.23,31164994770,835.26,2.11493E+12,1169.77,12442722635,1101.72,99830328878,979.12,2.84152E+11,884.34,2.61104E+11,844.07,1.75964E+11,938.44,4.44508E+11,968.85,39999334219,944.42,28016724308,847.41,1.15351E+11,,
8/30/2010,1135.68,1.19486E+11,1257.75,3.48332E+11,906.72,9.29466E+11,1016.62,2.44963E+11,971.68,69593562539,827.28,4.89125E+11,1216.62,17746003511,1003.51,55397073674,1248.5,2.87743E+11,1069.55,80882061148,677.64,1.08327E+11,2132.19,38026848000,810.74,89115904244,1032.6,8.14724E+11,827.31,3.44845E+11,744.26,1.52568E+11,550.11,28342036179,839.21,20806298767,1022.38,2.22323E+12,838.34,8.34934E+11,920.68,1.32373E+12,805.73,1.01733E+11,866.72,9.23233E+11,1114.61,4.99852E+11,783.83,1.17276E+11,1236.37,5.23727E+11,1512.51,27968967339,825.31,7.85564E+11,811.46,43840437477,1578.91,31158664242,835.34,2.11514E+12,1169.36,12438433470,1110.01,1.00581E+11,972.94,2.82357E+11,891.32,2.63163E+11,853.03,1.77833E+11,940.01,4.45255E+11,966.84,39916349500,944.71,28025404928,844.09,1.14899E+11,,
8/31/2010,1138.64,1.19797E+11,1266.42,3.50733E+11,909.9,9.32732E+11,1015.31,2.44648E+11,982.66,70379927477,813.49,4.80974E+11,1221.16,17812110714,1007.99,55644538002,1252.77,2.88726E+11,1070.64,80964598078,681.23,1.08902E+11,2122.94,37861893753,803.49,88318432070,1024.75,8.08531E+11,829.65,3.45819E+11,747.99,1.53333E+11,550.26,28349920767,844.75,20943827437,1001.79,2.17845E+12,844.73,8.41292E+11,911.72,1.31084E+12,806.4,1.01818E+11,851.77,9.07312E+11,1107.45,4.96644E+11,789.19,1.18078E+11,1256.76,5.3236E+11,1498.42,27708293292,828.66,7.88754E+11,823.94,44514632625,1581.87,31217246869,833.28,2.10993E+12,1191.44,12673313627,1111.93,1.00755E+11,977.88,2.83793E+11,889.65,2.62673E+11,853.04,1.77834E+11,924.64,4.37971E+11,963.45,39776359856,958.88,28445762217,846.61,1.15242E+11,,
9/1/2010,1183.89,1.24559E+11,1322.69,3.66315E+11,950.74,9.74591E+11,1037.96,2.50106E+11,1001.41,71723248771,831.97,4.91899E+11,1223.37,17844394417,1031.04,56917013755,1302.52,3.00191E+11,1092.15,82591745205,690.81,1.10432E+11,2165.99,38629669396,823.27,90492868344,1031.48,8.1384E+11,873.09,3.63927E+11,767.68,1.57369E+11,558.12,28754694939,858.46,21283759511,1003.41,2.18198E+12,861.37,8.57869E+11,932.73,1.34105E+12,848.48,1.0713E+11,887.15,9.44999E+11,1128.2,5.0595E+11,819.45,1.22605E+11,1301.92,5.51493E+11,1516.75,28047228782,858.41,8.17072E+11,850.32,45940089252,1608.43,31741305898,860.37,2.17853E+12,1243.94,13231739530,1134.15,1.02769E+11,1014.59,2.94444E+11,904.71,2.67117E+11,861.2,1.79536E+11,929.54,4.40294E+11,995.13,41084162246,997.85,29601861582,879.46,1.19714E+11,,
9/2/2010,1189.5,1.25148E+11,1321.76,3.66058E+11,953.63,9.77551E+11,1043.75,2.515E+11,1005.96,72049041137,839.31,4.9624E+11,1224,17853658399,1036.57,57222500596,1305.53,3.00886E+11,1096.22,82899403497,693.19,1.10814E+11,2227.38,39724565971,816.58,89757389299,1044.86,8.24395E+11,871.23,3.63149E+11,770.4,1.57926E+11,571.82,29460656456,862.65,21387474381,1016.15,2.20968E+12,865.13,8.61616E+11,939.39,1.35063E+12,847.5,1.07008E+11,897.04,9.55535E+11,1135.25,5.0911E+11,816.5,1.22163E+11,1296.63,5.4925E+11,1524.18,28184657602,859.71,8.18306E+11,846.87,45753557492,1602.57,31625633474,858.51,2.17383E+12,1230.67,13090539494,1135.49,1.02891E+11,1018.66,2.95627E+11,905.59,2.67377E+11,869.04,1.81171E+11,936.67,4.43672E+11,999.89,41280740158,983.25,29168884227,880.88,1.19907E+11,,
9/3/2010,1200.02,1.26255E+11,1334.58,3.69609E+11,966.78,9.91038E+11,1053.07,2.53747E+11,1013.32,72575934280,845.61,4.99966E+11,1227.45,17903887914,1052.01,58074639554,1322.97,3.04906E+11,1108.32,83814504740,700,1.11902E+11,2295.03,40931061386,826.49,90846463067,1051.66,8.29767E+11,879.22,3.6648E+11,779.37,1.59766E+11,586.47,30215298625,870.72,21587740999,1020.74,2.21966E+12,870.39,8.66851E+11,949.77,1.36556E+12,863.04,1.0897E+11,902.24,9.6107E+11,1140.95,5.11666E+11,822.53,1.23066E+11,1305.69,5.53088E+11,1524.18,28184657602,869.1,8.27246E+11,867.68,46877974079,1604.6,31665795130,869.13,2.2007E+12,1237.24,13160397741,1136.34,1.02967E+11,1028.9,2.98598E+11,912.23,2.69338E+11,868.54,1.81066E+11,953.29,4.51543E+11,1007.54,41596298554,989.23,29346243685,885.88,1.20587E+11,,
9/7/2010,1193.66,1.25586E+11,1304.18,3.61189E+11,949.27,9.73089E+11,1039.52,2.50481E+11,1001.65,71740143761,848.85,5.01882E+11,1221.46,17816519013,1043.61,57610935506,1294.35,2.98308E+11,1095.76,82864278951,695.06,1.11112E+11,2207.77,39374876504,842.85,92645243721,1069.59,8.43911E+11,870.1,3.62681E+11,769.15,1.57671E+11,595.96,30704099210,872.41,21629642655,1041.82,2.26551E+12,869.93,8.6639E+11,946.48,1.36082E+12,845.62,1.0677E+11,908.48,9.67722E+11,1157.92,5.19277E+11,813.8,1.2176E+11,1303.86,5.52315E+11,1507.87,27883136695,857.19,8.1591E+11,851.85,46022623186,1592.73,31431512526,858.87,2.17473E+12,1211.59,12887575820,1146.36,1.03876E+11,1012.38,2.93802E+11,920.01,2.71636E+11,866.45,1.8063E+11,957.84,4.53697E+11,992.73,40985139179,1001.99,29724587704,873.51,1.18904E+11,,
9/8/2010,1211.99,1.27515E+11,1319.3,3.65377E+11,958.6,9.82652E+11,1054.51,2.54093E+11,999.14,71560678255,846.57,5.0053E+11,1219.58,17789097475,1063.59,58713917596,1307.45,3.01329E+11,1110,83941291607,698.34,1.11636E+11,2154.19,38419289471,843.74,92742954397,1056.96,8.33944E+11,886.81,3.69645E+11,773.08,1.58475E+11,602.97,31065599639,871.61,21609600151,1022.27,2.22299E+12,874.14,8.70586E+11,948.81,1.36418E+12,854.23,1.07857E+11,905.97,9.6505E+11,1163.2,5.21643E+11,815.98,1.22085E+11,1298.82,5.5018E+11,1515.18,28018326635,864.96,8.23301E+11,844.28,45613473075,1585.57,31290196374,872.55,2.20938E+12,1239.7,13186642327,1150.85,1.04282E+11,1023.48,2.97025E+11,918.85,2.71294E+11,867.57,1.80863E+11,953.88,4.51825E+11,999.48,41263904256,1009.34,29942822918,882.4,1.20114E+11,,
9/9/2010,1223.05,1.28678E+11,1334.59,3.69612E+11,969.95,9.94284E+11,1065.32,2.56698E+11,1003.32,71859367473,852.75,5.04184E+11,1216.16,17739190891,1065.71,58831061160,1322.8,3.04867E+11,1124.28,85021439354,697.21,1.11456E+11,2185.52,38978126100,843.74,92742954397,1060.61,8.36826E+11,894.61,3.72896E+11,776.88,1.59254E+11,621.61,32025596419,873.12,21647017285,1031.67,2.24344E+12,877.41,8.73848E+11,953.06,1.37029E+12,860.02,1.08588E+11,922.28,9.8242E+11,1174.29,5.26618E+11,828.27,1.23924E+11,1300.29,5.50801E+11,1515.18,28018326635,872.87,8.30833E+11,852.29,46046327062,1598.89,31553082248,882.34,2.23416E+12,1242.7,13218569711,1152,1.04387E+11,1033.09,2.99814E+11,922.43,2.72351E+11,871.1,1.816E+11,954.95,4.5233E+11,1007.59,41598542573,1002.67,29744837347,886.01,1.20605E+11,,
9/10/2010,1230.67,1.2948E+11,1330.63,3.68516E+11,970.63,9.9498E+11,1065,2.56621E+11,1006.78,72107793425,862.78,5.10118E+11,1215.09,17723628983,1062.26,58640233222,1319.51,3.04108E+11,1128.48,85338839611,701.61,1.1216E+11,2147.91,38307223520,843.74,92742954397,1062.46,8.38282E+11,899.64,3.74993E+11,780.44,1.59984E+11,621.61,32025596419,882.5,21879665272,1034.06,2.24862E+12,871.95,8.68402E+11,957.39,1.37651E+12,862.61,1.08915E+11,919.08,9.79014E+11,1174.29,5.26618E+11,829.84,1.24159E+11,1306,5.5322E+11,1515.18,28018326635,871.76,8.29777E+11,849.17,45877766269,1598.82,31551701518,879.24,2.22631E+12,1229.46,13077673703,1153.26,1.04501E+11,1033.34,2.99886E+11,922.95,2.72504E+11,871.11,1.81602E+11,962.17,4.55748E+11,1000.71,41314370404,984.56,29207689334,881.01,1.19925E+11,,
9/13/2010,1257.72,1.32326E+11,1354.97,3.75255E+11,991.64,1.01652E+12,1079.89,2.6021E+11,1041.69,74607814396,874.44,5.17013E+11,1234.33,18004227103,1091.24,60240301223,1343.97,3.09745E+11,1141.7,86338838297,715.91,1.14445E+11,2173.61,38765679412,843.74,92742954397,1082.54,8.5413E+11,920.88,3.83846E+11,792.94,1.62547E+11,634.35,32682151536,898.42,22274316860,1044.75,2.27186E+12,885.58,8.8198E+11,966.54,1.38966E+12,883.92,1.11606E+11,939.89,1.00118E+12,1196.44,5.36551E+11,844.78,1.26395E+11,1333.88,5.65032E+11,1535.73,28398190979,888.07,8.45301E+11,871.91,47106395144,1638.43,32333367753,891.67,2.25777E+12,1273.66,13547836051,1183.39,1.07231E+11,1053.66,3.05783E+11,937.62,2.76834E+11,886.5,1.84811E+11,990.2,4.69025E+11,1021.28,42163737940,988.87,29335444518,901.6,1.22728E+11,,
9/14/2010,1253.93,1.31928E+11,1372.64,3.80149E+11,1002.36,1.0275E+12,1074.07,2.58807E+11,1045.03,74847033914,872.53,5.1588E+11,1233.65,17994305441,1097.05,60560977595,1355.45,3.1239E+11,1154.88,87335042326,700.77,1.12024E+11,2150.34,38350634410,846.42,93037326548,1085.91,8.56785E+11,931.76,3.88378E+11,796.17,1.63208E+11,632.53,32588616182,902.76,22382029106,1050.69,2.28478E+12,896.37,8.92727E+11,972.82,1.39869E+12,889.96,1.12368E+11,946.04,1.00773E+12,1199.41,5.37882E+11,851.88,1.27457E+11,1335.06,5.65531E+11,1535.8,28399597582,897.74,8.54503E+11,871.22,47069258367,1656.74,32694627438,895.33,2.26706E+12,1291.15,13733840722,1184.44,1.07326E+11,1061.01,3.07918E+11,933.72,2.75684E+11,893.11,1.86188E+11,996.34,4.71935E+11,1030.19,42531397558,1002.45,29738245471,909.16,1.23757E+11,,
9/15/2010,1260.43,1.32611E+11,1371.38,3.79799E+11,1001.91,1.02704E+12,1065.08,2.56639E+11,1062.03,76064413512,876.36,5.18144E+11,1244.37,18150655531,1101.12,60785435962,1352.56,3.11726E+11,1158.66,87621049843,697.97,1.11577E+11,2155.13,38435998102,887.55,97557990280,1083.19,8.54643E+11,931.05,3.88086E+11,800.82,1.64162E+11,632.78,32601537329,901.29,22345595049,1035.76,2.25233E+12,886.92,8.83317E+11,967.97,1.39171E+12,884.57,1.11688E+11,954.6,1.01685E+12,1210.64,5.42919E+11,849.89,1.27159E+11,1338.54,5.67002E+11,1527.4,28244184726,899.31,8.55993E+11,864.75,46719666121,1648.4,32530113328,901.98,2.28388E+12,1296.22,13787822964,1181.33,1.07044E+11,1061.21,3.07975E+11,937.04,2.76664E+11,889.47,1.85429E+11,998.48,4.72949E+11,1033.61,42672635618,988.15,29314135013,914.37,1.24466E+11,,
9/16/2010,1269.65,1.33581E+11,1374.32,3.80614E+11,1003.18,1.02835E+12,1045.42,2.51904E+11,1062.49,76097533605,867.5,5.12906E+11,1247.99,18203572126,1099.95,60721071784,1349.2,3.10949E+11,1155.28,87365446229,701.09,1.12076E+11,2134.07,38060505990,882.7,97025174175,1077.98,8.50527E+11,930.9,3.8802E+11,796.9,1.63359E+11,635.55,32743882653,905.94,22460920354,1031.1,2.24218E+12,874.82,8.7126E+11,968.99,1.39319E+12,881.38,1.11285E+11,939.45,1.00071E+12,1209.19,5.42268E+11,848.29,1.2692E+11,1326.43,5.61874E+11,1521.94,28143165631,902.62,8.59149E+11,861.76,46558204400,1650.31,32567697544,899.17,2.27676E+12,1278.39,13598127573,1169.23,1.05947E+11,1060.98,3.07908E+11,936.75,2.76578E+11,889.47,1.85429E+11,991.88,4.69821E+11,1040.01,42937067016,984.09,29193639890,913.7,1.24374E+11,,
