TRADE DATE,NASDAQOMX/NQGR8000/INDEX VALUE,NASDAQOMX/NQGR8000/TOTAL MARKET VALUE,NASDAQOMX/NQZA8000/TOTAL MARKET VALUE,NASDAQOMX/NQZA8000/INDEX VALUE,NASDAQOMX/NQGB8000/TOTAL MARKET VALUE,NASDAQOMX/NQGB8000/INDEX VALUE,NASDAQOMX/NQCN8000/TOTAL MARKET VALUE,NASDAQOMX/NQCN8000/INDEX VALUE,NASDAQOMX/NQCH8000/TOTAL MARKET VALUE,NASDAQOMX/NQCH8000/INDEX VALUE,NASDAQOMX/NQBE8000/TOTAL MARKET VALUE,NASDAQOMX/NQBE8000/INDEX VALUE,NASDAQOMX/NQAU8000/TOTAL MARKET VALUE,NASDAQOMX/NQAU8000/INDEX VALUE,NASDAQOMX/NQJP8000/TOTAL MARKET VALUE,NASDAQOMX/NQJP8000/INDEX VALUE,NASDAQOMX/NQKR8000/TOTAL MARKET VALUE,NASDAQOMX/NQKR8000/INDEX VALUE,NASDAQOMX/NQIL8000/TOTAL MARKET VALUE,NASDAQOMX/NQIL8000/INDEX VALUE,NASDAQOMX/NQTW8000/TOTAL MARKET VALUE,NASDAQOMX/NQTW8000/INDEX VALUE,NASDAQOMX/NQIN8000/TOTAL MARKET VALUE,NASDAQOMX/NQIN8000/INDEX VALUE,NASDAQOMX/NQFR8000/TOTAL MARKET VALUE,NASDAQOMX/NQFR8000/INDEX VALUE,NASDAQOMX/NQIT8000/TOTAL MARKET VALUE,NASDAQOMX/NQIT8000/INDEX VALUE,NASDAQOMX/NQEG8000/TOTAL MARKET VALUE,NASDAQOMX/NQEG8000/INDEX VALUE,NASDAQOMX/NQDK8000/TOTAL MARKET VALUE,NASDAQOMX/NQDK8000/INDEX VALUE,NASDAQOMX/NQES8000/TOTAL MARKET VALUE,NASDAQOMX/NQES8000/INDEX VALUE,NASDAQOMX/NQTR8000/TOTAL MARKET VALUE,NASDAQOMX/NQTR8000/INDEX VALUE,NASDAQOMX/NQSE8000/TOTAL MARKET VALUE,NASDAQOMX/NQSE8000/INDEX VALUE,NASDAQOMX/NQTH8000/TOTAL MARKET VALUE,NASDAQOMX/NQTH8000/INDEX VALUE,NASDAQOMX/NQNL8000/TOTAL MARKET VALUE,NASDAQOMX/NQNL8000/INDEX VALUE,NASDAQOMX/NQCA8000/TOTAL MARKET VALUE,NASDAQOMX/NQCA8000/INDEX VALUE,NASDAQOMX/NQSG8000/TOTAL MARKET VALUE,NASDAQOMX/NQSG8000/INDEX VALUE,NASDAQOMX/NQPL8000/TOTAL MARKET VALUE,NASDAQOMX/NQPL8000/INDEX VALUE,NASDAQOMX/NQMY8000/TOTAL MARKET VALUE,NASDAQOMX/NQMY8000/INDEX VALUE,NASDAQOMX/NQPH8000/TOTAL MARKET VALUE,NASDAQOMX/NQPH8000/INDEX VALUE,NASDAQOMX/NQDE8000/TOTAL MARKET VALUE,NASDAQOMX/NQDE8000/INDEX VALUE,NASDAQOMX/NQFI8000/TOTAL MARKET VALUE,NASDAQOMX/NQFI8000/INDEX VALUE
12/18/2012,941.07,4489080591,1.03812E+11,1094.3,5.84388E+11,1035.28,3.16778E+11,1056.1,2.15782E+11,1040.06,28056222045,1064.88,4.98515E+11,1027.32,4.90923E+11,1053.15,95811571081,1053.21,18368986920,1042.63,83820948061,1028.66,93497597153,1021.43,1.99252E+11,1044.64,1.00396E+11,1053.67,7866254193,1072.73,25442920563,999.76,1.50152E+11,1042.17,48437651525,1078.64,1.25165E+11,1024.45,52926509323,1045.07,60789145872,1054.28,4.88986E+11,1027.31,1.47829E+11,1038,28214646313,1071.04,66971802175,1008.38,22065232632,1004.46,1.75474E+11,1042.32,,
12/19/2012,1035.64,4940193480,1.05353E+11,1110.54,5.96956E+11,1057.55,3.18501E+11,1061.84,2.1759E+11,1048.78,28372538821,1076.89,4.97746E+11,1025.74,5.07022E+11,1087.69,95811571081,1053.21,18592764112,1055.33,84655688280,1038.91,93888935317,1025.71,2.01896E+11,1058.5,1.02192E+11,1072.51,8055205299,1098.5,25655973992,1008.13,1.52764E+11,1060.3,47936808635,1067.49,1.26879E+11,1038.48,53410968196,1054.64,61626376049,1068.81,4.9262E+11,1034.95,1.47879E+11,1038.35,28659866338,1087.94,67018936081,1009.09,22637176286,1030.5,1.77493E+11,1054.31,,
12/20/2012,972.77,4640293769,1.06147E+11,1118.91,5.97517E+11,1058.54,3.17755E+11,1059.36,2.16838E+11,1045.15,28314768944,1074.7,4.99946E+11,1030.27,5.099E+11,1093.87,97537512997,1072.19,18751076800,1064.32,83316402203,1022.47,93084554220,1016.92,2.02033E+11,1059.22,1.02534E+11,1076.11,8151149977,1111.58,25861921939,1016.22,1.52828E+11,1060.74,47581833378,1059.58,1.28315E+11,1050.23,53525110953,1056.89,61676695743,1069.68,4.92378E+11,1034.44,1.48547E+11,1043.04,28763762953,1091.89,67237883002,1012.39,22811387752,1038.43,1.77159E+11,1052.33,,
12/21/2012,1032.35,4924501235,1.05162E+11,1108.52,5.908E+11,1046.64,3.13756E+11,1046.03,2.129E+11,1026.17,28069688984,1065.4,4.98243E+11,1026.76,5.13082E+11,1100.69,98110160430,1078.48,18771104628,1065.46,82479864565,1012.2,91427793154,998.82,1.9906E+11,1043.63,1.01079E+11,1060.84,8151149977,1111.58,25460526013,1000.45,1.53139E+11,1062.9,47210700222,1051.32,1.27678E+11,1045.02,53270147808,1051.86,60340205763,1046.5,4.89337E+11,1028.05,1.47444E+11,1035.29,28501287442,1081.92,66946509134,1008,22878531897,1041.49,1.75442E+11,1042.13,,
12/24/2012,1033.95,4932163937,1.0872E+11,1106.6,5.91778E+11,1046.96,3.17327E+11,1051.03,2.1537E+11,1027.74,28036027802,1064.12,4.97368E+11,1023.73,5.0936E+11,1091.93,97467482660,1071.42,18249182896,1028.57,82885199964,1017.18,92656475437,1004.21,1.986E+11,1040.85,95438047205,1062.49,8103401639,1085.78,25499922767,1002,1.56712E+11,1060.82,51184318619,1061.21,1.27517E+11,1043.67,53348971189,1051.86,59243048961,1046.37,4.93809E+11,1031.44,1.4831E+11,1037.44,28774468377,1081.87,74389154555,1010.5,22878749519,1041.49,1.76216E+11,1043.75,,
12/25/2012,1033.95,4932163937,1.0872E+11,1106.6,5.91778E+11,1046.96,3.17431E+11,1051.37,2.1537E+11,1027.74,28036027802,1064.12,4.97368E+11,1023.73,5.15969E+11,1106.1,97467482660,1071.42,18041607827,1016.87,84106730102,1032.17,92656475437,1004.21,1.986E+11,1040.85,95438047205,1062.49,7992076340,1070.87,25499922767,1002,1.56712E+11,1060.82,51289628422,1063.39,1.27517E+11,1043.67,53675736943,1058.3,59243048961,1046.37,4.93809E+11,1031.44,1.4831E+11,1037.44,28774468377,1081.87,74389154555,1010.5,22878749519,1041.49,1.76216E+11,1043.75,,
12/26/2012,1036.07,4942256277,1.09049E+11,1109.95,5.91852E+11,1047.09,3.17529E+11,1051.69,2.15724E+11,1029.43,28093395953,1066.3,4.96505E+11,1021.96,5.17963E+11,1110.37,97419325795,1070.89,18196218886,1025.58,83832276512,1028.8,93860290563,1017.25,1.99006E+11,1042.98,95633335365,1064.66,8077847924,1082.36,25560943666,1004.39,1.57032E+11,1062.99,51787169115,1073.71,1.27977E+11,1047.43,53523845408,1055.31,59361913621,1048.47,4.92791E+11,1029.31,1.48784E+11,1040.75,28766110014,1081.56,74482117363,1011.76,22914266923,1043.1,1.76577E+11,1045.89,,
12/27/2012,1088.34,5191589500,1.10435E+11,1124.07,5.92505E+11,1048.25,3.20223E+11,1060.62,2.14563E+11,1023.89,28356417355,1076.28,4.9655E+11,1022.05,5.20001E+11,1114.74,97207547405,1068.56,18471974776,1041.13,83798384562,1028.39,93683454183,1015.34,2.00536E+11,1051,96450338558,1073.76,8132257986,1089.65,25590215228,1005.54,1.56755E+11,1061.11,52181359937,1081.88,1.28487E+11,1051.6,53838643140,1061.52,59907215204,1058.1,4.91062E+11,1025.7,1.48712E+11,1040.25,29425767709,1106.36,74653452431,1014.09,22917428155,1043.25,1.77265E+11,1049.96,,
12/28/2012,1032.66,4926003972,1.10355E+11,1123.25,5.90394E+11,1044.51,3.2193E+11,1066.27,2.13234E+11,1017.55,28137030155,1067.95,4.99337E+11,1027.78,5.24362E+11,1124.09,97647644620,1073.4,18436626999,1039.13,84257872581,1034.02,94051397953,1019.32,1.96737E+11,1031.09,95755298068,1066.02,8132257986,1089.65,25374125467,997.05,1.53937E+11,1042.03,52387373400,1086.15,1.28168E+11,1048.99,53887605242,1062.48,59148360765,1044.7,4.87911E+11,1019.12,1.48979E+11,1042.12,29097598273,1094.02,74873085177,1017.07,22925427902,1043.61,1.75473E+11,1039.35,,
12/31/2012,1007.4,4805497803,1.09831E+11,1117.92,5.91337E+11,1046.18,3.24109E+11,1073.49,2.12734E+11,1015.16,28153653383,1068.58,4.98027E+11,1025.09,5.22118E+11,1119.28,97647644620,1073.4,18457624913,1040.32,84257872581,1034.02,94032365774,1019.12,1.97009E+11,1032.51,95487319395,1063.03,8004838644,1072.58,25301936710,994.22,1.54714E+11,1047.29,51907460340,1076.2,1.28273E+11,1049.85,53887605242,1062.48,59359506862,1048.43,4.89399E+11,1022.23,1.48499E+11,1038.76,29000289871,1090.36,75197296929,1021.48,22925427902,1043.61,1.74982E+11,1036.44,,
1/1/2013,1007.4,4805497803,1.09831E+11,1117.92,5.91337E+11,1046.18,3.24109E+11,1073.49,2.12734E+11,1015.16,28153653383,1068.58,4.98027E+11,1025.09,5.22118E+11,1119.28,97647644620,1073.4,19052770848,1073.86,84257872581,1034.02,95367148094,1033.58,1.97009E+11,1032.51,95487319395,1063.03,8004838644,1072.58,25301936710,994.22,1.54714E+11,1047.29,51907460340,1076.2,1.28273E+11,1049.85,53887605242,1062.48,59359506862,1048.43,4.89399E+11,1022.23,1.48499E+11,1038.76,29000289871,1090.36,75197296929,1021.48,22925427902,1043.61,1.74982E+11,1036.44,,
1/2/2013,1064.98,5080162684,1.10597E+11,1125.71,6.09388E+11,1078.12,3.37186E+11,1116.8,2.13094E+11,1016.88,28825106640,1094.07,5.07616E+11,1044.82,5.17896E+11,1110.23,1.0013E+11,1100.69,19294733826,1087.5,84871796399,1041.56,97169268956,1053.11,2.05064E+11,1074.73,1.00223E+11,1115.75,8184887018,1096.7,25922509401,1018.6,1.61748E+11,1094.91,53242719735,1103.89,1.32072E+11,1080.95,54979668790,1084.01,61312306767,1082.92,4.97101E+11,1038.31,1.49728E+11,1047.35,29421168316,1106.18,75069815185,1019.75,23057744265,1049.64,1.80761E+11,1070.67,,
1/3/2013,1066.08,5085410010,1.09556E+11,1115.12,6.05141E+11,1070.6,3.41967E+11,1132.64,2.17412E+11,1037.48,28557944501,1083.93,5.10926E+11,1051.64,5.19863E+11,1114.45,1.00797E+11,1108.02,18902743805,1065.4,85217793960,1045.8,97035940186,1051.67,2.02132E+11,1059.36,99240721492,1104.82,8331417276,1116.34,25838593639,1015.3,1.59624E+11,1080.53,53484051894,1108.89,1.30864E+11,1071.06,54939720638,1083.22,60872409678,1075.15,4.96095E+11,1036.21,1.50139E+11,1050.23,28941188233,1088.14,75544986639,1026.2,23367140607,1063.72,1.78675E+11,1058.32,,
1/4/2013,1121.68,5350656407,1.09811E+11,1117.71,6.04703E+11,1069.83,3.41312E+11,1130.47,2.17031E+11,1035.67,28381569579,1077.23,5.07488E+11,1044.56,5.32708E+11,1141.98,1.00714E+11,1107.1,18791374603,1059.13,84469920179,1036.63,96259034526,1043.25,2.01614E+11,1056.65,99766040305,1110.67,8331417276,1116.34,26038200194,1023.15,1.60615E+11,1087.24,52991701374,1098.68,1.31526E+11,1076.48,55293539266,1090.2,61377578028,1084.07,4.98483E+11,1041.2,1.49222E+11,1043.82,28063978905,1055.16,75104485364,1020.22,23423960454,1066.31,1.78794E+11,1059.02,,
1/7/2013,1104.88,5270482316,1.11165E+11,1131.49,6.08376E+11,1076.33,3.43373E+11,1137.29,2.19821E+11,1048.98,28606868496,1085.78,5.08351E+11,1046.34,5.2693E+11,1129.6,1.01194E+11,1112.39,18476215065,1041.36,84650055257,1038.84,95153474820,1031.27,2.04489E+11,1071.71,1.015E+11,1129.97,8300688274,1112.22,26571891779,1044.12,1.62097E+11,1097.27,53796396955,1115.37,1.32374E+11,1083.41,55300437371,1090.34,62902708905,1111.01,4.98155E+11,1040.52,1.48728E+11,1040.36,27827692013,1046.27,75421771095,1024.53,23719612862,1079.76,1.80793E+11,1070.86,,
1/8/2013,1102.08,5257122070,1.10763E+11,1127.41,6.02878E+11,1066.6,3.35699E+11,1111.88,2.20368E+11,1051.59,28641370402,1087.09,5.04403E+11,1038.21,5.18498E+11,1111.52,1.00225E+11,1101.73,18546031116,1045.3,84362969486,1035.31,96181813262,1042.41,2.04731E+11,1072.98,1.02201E+11,1137.78,8404155166,1126.08,26843354026,1054.79,1.62672E+11,1101.16,53759362673,1114.6,1.31367E+11,1075.18,55758971608,1099.38,61952080147,1094.22,4.98108E+11,1040.42,1.4814E+11,1036.25,27640372475,1039.23,75411589938,1024.39,23649452225,1076.57,1.79873E+11,1065.41,,
1/9/2013,1089.99,5325603654,1.11064E+11,1130.46,6.11287E+11,1081.66,3.39365E+11,1124.02,2.24541E+11,1071.5,28754621496,1091.39,5.08569E+11,1046.56,5.22949E+11,1118.4,99755311549,1095.37,18608878639,1048.84,84917975498,1042.13,97215380299,1040.08,2.05692E+11,1078.66,1.04976E+11,1168.67,8459419530,1133.49,27331872664,1073.98,1.65866E+11,1122.79,54373113496,1127.32,1.31906E+11,1079.59,56159505407,1105,63092078802,1114.36,4.98568E+11,1041.1,1.49411E+11,1045.14,27949430176,1050.85,75464409336,1025.11,23881269087,1087.12,1.79378E+11,1062.48,,
1/10/2013,1088.96,5320574320,1.09883E+11,1118.44,6.16588E+11,1091.04,3.40922E+11,1129.17,2.27429E+11,1085.28,29171240567,1107.21,5.14585E+11,1058.94,5.27942E+11,1129.07,99704515928,1094.81,18915016438,1066.1,86415004185,1060.5,97632521798,1044.55,2.08487E+11,1093.31,1.0789E+11,1201.11,8231195685,1102.91,27953486799,1098.41,1.69104E+11,1144.7,54100210322,1121.67,1.33738E+11,1094.58,55687004218,1095.7,64390729016,1137.29,4.98842E+11,1041.67,1.50536E+11,1053.01,28171008670,1059.18,75665449101,1027.84,23667089205,1077.37,1.82154E+11,1078.92,,
1/11/2013,1068.73,5221735493,1.08481E+11,1104.18,6.22614E+11,1101.7,3.38347E+11,1120.65,2.29915E+11,1097.15,29449502248,1117.77,5.13874E+11,1057.48,5.27325E+11,1127.76,98843947232,1085.36,19036044626,1072.92,86389617437,1060.19,95714411031,1024.03,2.11591E+11,1109.59,1.09125E+11,1214.86,8229937772,1102.74,27931503293,1097.54,1.72646E+11,1168.68,54124652206,1122.17,1.35332E+11,1107.62,55383796666,1089.73,65232668558,1152.16,5.00094E+11,1044.28,1.50111E+11,1050.04,28229889535,1061.39,76009808011,1032.52,23717790229,1079.68,1.84169E+11,1090.86,,
1/14/2013,1000.31,4887406102,1.09606E+11,1115.63,6.20766E+11,1098.43,3.44675E+11,1141.6,2.29908E+11,1097.11,29563571780,1122.1,5.15482E+11,1060.79,5.26321E+11,1125.61,1.00205E+11,1100.3,19037084217,1072.98,86808761728,1065.33,98413670150,1052.9,2.13403E+11,1119.09,1.08172E+11,1204.25,8049743731,1078.59,27940452188,1097.89,1.7308E+11,1171.62,55144132572,1143.31,1.36183E+11,1114.59,55846976554,1098.85,65612217233,1158.87,4.99836E+11,1043.75,1.47616E+11,1032.58,28229261722,1061.37,76211865825,1035.26,24041836231,1094.43,1.84851E+11,1094.9,,
1/15/2013,979.33,4784937115,1.07019E+11,1089.29,6.20794E+11,1098.48,3.46246E+11,1146.81,2.28316E+11,1089.52,29357735144,1114.28,5.15165E+11,1060.13,5.3327E+11,1140.47,99827332198,1096.16,18834097665,1061.54,86131637683,1057.02,98513472864,1053.97,2.09866E+11,1100.54,1.0851E+11,1208.01,7971271140,1068.08,28331026870,1113.24,1.72073E+11,1164.8,55561482608,1151.96,1.34496E+11,1100.79,55975887009,1101.38,64922397121,1146.68,5.01841E+11,1047.93,1.47747E+11,1033.5,28106037497,1056.74,76480594569,1038.91,24030627598,1093.92,1.83734E+11,1088.28,,
1/16/2013,996.97,4871087250,1.07051E+11,1089.62,6.14907E+11,1088.07,3.4406E+11,1139.57,2.28031E+11,1088.16,29280126060,1111.34,5.18287E+11,1066.56,5.21045E+11,1114.33,99833224093,1096.22,18712420864,1054.68,85563604646,1050.05,96520041390,1032.64,2.07493E+11,1088.1,1.0631E+11,1183.52,8022560639,1074.95,28031306062,1101.46,1.71565E+11,1161.36,57156634725,1185.03,1.34629E+11,1101.88,56128726003,1104.39,64186683826,1133.69,5.00395E+11,1044.91,1.48328E+11,1037.56,28112067976,1056.96,76011271007,1034.67,23941644230,1089.87,1.80896E+11,1071.47,,
1/17/2013,986.78,4821332861,1.08199E+11,1101.3,6.18747E+11,1094.86,3.4224E+11,1133.54,2.30123E+11,1098.14,29742245807,1128.88,5.19733E+11,1069.53,5.14268E+11,1099.83,1.0052E+11,1103.76,18725727534,1055.43,84430674062,1036.14,97440377449,1042.49,2.11725E+11,1110.29,1.09097E+11,1214.54,7914174646,1060.43,28123145424,1105.07,1.72749E+11,1169.38,58359548216,1209.97,1.35421E+11,1108.35,56156522002,1104.94,64228367414,1134.42,5.0299E+11,1050.33,1.48435E+11,1038.31,28458666042,1070,75972630220,1034.14,24020341158,1093.45,1.82808E+11,1082.8,,
1/18/2013,951.35,4648225937,1.07528E+11,1094.48,6.15913E+11,1089.84,3.48663E+11,1154.82,2.28064E+11,1088.32,29711144656,1127.7,5.19592E+11,1069.24,5.24855E+11,1122.47,1.02674E+11,1127.41,18685298570,1053.15,85656951027,1051.19,98629482548,1055.21,2.11877E+11,1111.09,1.09235E+11,1216.09,7914174646,1060.43,28292479453,1111.73,1.71712E+11,1162.35,58460062694,1212.06,1.34846E+11,1103.65,56753337772,1116.68,63053121410,1113.67,5.0121E+11,1046.61,1.48497E+11,1038.74,28068363059,1055.32,75834183235,1032.26,24096965361,1096.94,1.81902E+11,1077.43,,
1/21/2013,911.73,4454621406,1.07802E+11,1097.26,6.17129E+11,1092,3.48789E+11,1155.23,2.28632E+11,1091.02,29926839384,1135.88,5.21107E+11,1072.36,5.20136E+11,1112.38,1.03182E+11,1133,18331360747,1033.2,85738510921,1052.19,98197423338,1050.59,2.13711E+11,1120.71,1.10215E+11,1227,7858195428,1052.93,28227360978,1109.17,1.72848E+11,1170.05,58637868411,1215.74,1.36206E+11,1114.78,56952104930,1120.59,63913170797,1128.86,5.04382E+11,1053.24,1.48488E+11,1038.68,27988907141,1052.33,73352967504,998.48,24175154615,1100.5,1.8286E+11,1083.11,,
1/22/2013,947.3,4628403850,1.07831E+11,1097.56,6.14852E+11,1087.97,3.51737E+11,1165,2.28516E+11,1090.47,29945189655,1136.58,5.22932E+11,1076.12,5.26182E+11,1125.31,1.03279E+11,1134.05,18325230703,1032.85,86217503923,1058.07,97797717447,1046.31,2.11914E+11,1111.28,1.10201E+11,1226.84,7890174256,1057.21,28008649598,1100.57,1.71475E+11,1160.75,58808538527,1219.28,1.34749E+11,1102.86,56816320875,1117.92,63480927781,1121.22,5.05555E+11,1055.69,1.48559E+11,1039.18,27796311774,1045.09,72669367489,989.18,24246628489,1103.76,1.80341E+11,1068.19,,
1/23/2013,1006.39,4917108398,1.05773E+11,1076.62,6.13969E+11,1086.45,3.51083E+11,1162.83,2.28367E+11,1089.76,29578030792,1122.64,5.24346E+11,1079.03,5.16712E+11,1105.06,1.01765E+11,1119.14,18684690803,1053.11,85911372687,1054.32,98014837699,1051.56,2.07849E+11,1089.97,1.08256E+11,1205.19,7979451812,1069.18,27404347728,1076.83,1.70589E+11,1154.75,59292030866,1229.31,1.33343E+11,1091.35,56647691919,1114.6,61732148363,1090.34,5.0199E+11,1048.25,1.49541E+11,1046.07,27563910216,1036.35,73005632124,993.75,24262549560,1104.48,1.7946E+11,1062.97,,
1/24/2013,978.58,4781235440,1.05572E+11,1074.57,6.19884E+11,1096.91,3.5015E+11,1159.74,2.32312E+11,1108.59,30210808027,1146.66,5.2435E+11,1079.04,5.16321E+11,1104.22,1.01499E+11,1116.21,18895788155,1065.01,85327022901,1047.15,96218738696,1032.29,2.12015E+11,1111.81,1.11753E+11,1244.11,7979451812,1069.18,27913912437,1096.85,1.73303E+11,1173.13,59178393197,1226.95,1.35553E+11,1109.43,57042553094,1122.37,62845131123,1109.99,5.01448E+11,1047.11,1.50111E+11,1050.06,27749815712,1043.34,73005632124,993.75,24498917922,1115.24,1.83586E+11,1087.4,,
1/25/2013,1005.95,4914957635,1.07224E+11,1091.38,6.22455E+11,1102,3.47018E+11,1149.37,2.33818E+11,1115.77,30743067099,1166.86,5.26732E+11,1083.94,5.17779E+11,1107.34,1.01923E+11,1120.87,18879765215,1064.11,85171280850,1045.23,97587713584,1046.98,2.15598E+11,1130.6,1.12592E+11,1253.46,7979451812,1069.18,28249437588,1110.04,1.75775E+11,1189.86,57525548448,1192.68,1.3811E+11,1130.36,58033850417,1141.88,63541015067,1122.28,4.99188E+11,1042.39,1.49938E+11,1048.89,27990825408,1052.41,73022206968,993.98,24751385769,1126.73,1.86228E+11,1103.05,,
1/28/2013,983.69,4806234324,1.05755E+11,1076.43,6.21932E+11,1101.08,3.49549E+11,1157.75,2.34265E+11,1117.91,31076697357,1179.53,5.25168E+11,1080.72,5.20901E+11,1114.02,1.02722E+11,1129.65,18766108840,1057.7,84970326980,1042.77,97680832666,1047.98,2.17965E+11,1143.01,1.14442E+11,1274.05,7715605184,1033.82,28096661587,1104.03,1.7505E+11,1184.95,54365636120,1127.17,1.39324E+11,1140.3,58752016816,1156.01,64217008108,1134.22,5.00963E+11,1046.1,1.49464E+11,1045.58,27753498252,1043.48,73022206968,993.98,24654044573,1122.3,1.85838E+11,1100.74,,
1/29/2013,983.34,4804485376,1.06701E+11,1086.06,6.22602E+11,1102.26,3.48083E+11,1152.89,2.34073E+11,1116.99,30859870007,1171.3,5.34329E+11,1099.57,5.30966E+11,1135.54,1.0261E+11,1128.43,18540829227,1045.01,85218602299,1045.81,97551452571,1046.59,2.172E+11,1139,1.14585E+11,1275.65,7641735587,1023.93,28058809884,1102.55,1.74235E+11,1179.44,55383571778,1148.27,1.39957E+11,1145.48,58920188940,1159.32,64072985640,1131.68,5.03077E+11,1050.52,1.49457E+11,1045.54,27754253336,1043.51,72227525008,983.16,24970134956,1136.69,1.86897E+11,1107.02,,
1/30/2013,985,4812628045,1.05661E+11,1075.47,6.25448E+11,1107.3,3.51011E+11,1162.59,2.33459E+11,1114.06,32197332650,1177.94,5.33793E+11,1098.47,5.37182E+11,1148.84,1.02221E+11,1124.14,18417334304,1035.52,86020835174,1054.92,98350780115,1055.16,2.16439E+11,1135.01,1.12498E+11,1252.41,7595202825,1017.69,28599825468,1123.8,1.72299E+11,1166.33,52887513335,1096.52,1.46088E+11,1195.66,59177611911,1164.38,64483153497,1138.92,5.02861E+11,1050.06,1.50718E+11,1054.43,27445651621,1031.91,71841316624,977.9,25316201964,1152.44,1.87914E+11,1111.37,,
1/31/2013,974.54,4761499601,1.05665E+11,1075.51,6.24164E+11,1105.03,3.49603E+11,1157.93,2.33885E+11,1116.1,32113152323,1174.87,5.32986E+11,1096.81,5.45127E+11,1165.83,1.00165E+11,1101.53,18442987919,1036.96,86933656059,1066.11,98619096683,1058.04,2.1542E+11,1129.67,1.13998E+11,1269.11,7699086181,1031.61,28286212658,1111.48,1.66869E+11,1129.58,53081448701,1100.54,1.46225E+11,1196.78,58708330150,1155.15,64256530519,1134.92,5.01829E+11,1047.91,1.50255E+11,1051.2,27369768944,1029.06,71292632390,970.44,24958515085,1136.16,1.89312E+11,1119.64,,
2/1/2013,967.9,4729086935,1.06407E+11,1083.06,6.22902E+11,1102.79,3.51512E+11,1164.25,2.37378E+11,1132.76,32603226882,1192.79,5.37431E+11,1105.95,5.35246E+11,1144.7,1.00013E+11,1099.87,18656098652,1048.94,86884400448,1065.51,97706064584,1048.25,2.19635E+11,1151.77,1.13329E+11,1261.66,7699086181,1031.61,28929142068,1136.74,1.65672E+11,1121.47,54758454368,1135.31,1.49498E+11,1223.57,60155933308,1183.63,63929318673,1129.14,5.04052E+11,1052.55,1.50735E+11,1054.67,27940497637,1050.51,71292632390,970.44,25444852236,1158.3,1.91782E+11,1134.25,,
2/4/2013,955.14,4666720470,1.05452E+11,1073.34,6.10233E+11,1080.36,3.50624E+11,1161.31,2.31519E+11,1104.8,31555636499,1154.47,5.35523E+11,1102.03,5.46747E+11,1169.29,1.0072E+11,1107.64,19012469050,1068.98,89756883955,1100.74,97396735760,1044.93,2.0961E+11,1099.2,1.05519E+11,1174.72,7880609993,1055.93,28266828013,1110.72,1.55494E+11,1052.57,54636906089,1132.79,1.46766E+11,1201.21,60893124128,1198.14,61107514566,1079.3,5.0109E+11,1046.37,1.5146E+11,1059.75,27510449574,1034.34,72037691406,980.58,25801476470,1174.54,1.84524E+11,1091.32,,
2/5/2013,971.04,4744424174,1.06544E+11,1084.45,6.12449E+11,1084.29,3.41356E+11,1130.61,2.33645E+11,1114.95,31781557638,1162.73,5.32181E+11,1095.15,5.29724E+11,1132.89,98741876005,1085.89,19184048940,1078.62,89883468702,1102.29,97129934967,1042.07,2.12026E+11,1111.87,1.06654E+11,1187.35,7892417348,1057.51,28570613021,1122.66,1.58959E+11,1076.03,53861319826,1116.71,1.4896E+11,1219.16,60316752971,1186.8,61137841324,1079.84,5.01745E+11,1047.73,1.50715E+11,1054.54,27451951676,1032.15,72054592418,980.81,25757015568,1172.51,1.87178E+11,1107.02,,
2/6/2013,1002.83,4899722229,1.05806E+11,1076.18,6.15665E+11,1089.98,3.4138E+11,1130.42,2.34343E+11,1118.28,31519430830,1153.14,5.33726E+11,1098.26,5.45212E+11,1163.88,98491686192,1083.13,19185423436,1078.7,90706412511,1112.38,97048660201,1041.19,2.07219E+11,1086.66,1.05477E+11,1174.25,7740071980,1037.1,28048072580,1102.12,1.58386E+11,1072.15,53782952912,1115.09,1.47737E+11,1209.15,60348952057,1187.43,61033257923,1063.3,5.04186E+11,1052.83,1.50669E+11,1054.21,27559065803,1036.17,71554124068,974,25572508701,1164.11,1.8458E+11,1091.66,,
2/7/2013,985.06,4812902399,1.06236E+11,1080.55,6.09738E+11,1079.49,3.35252E+11,1110.13,2.28496E+11,1090.38,31030129844,1135.24,5.35027E+11,1100.94,5.50043E+11,1174.2,98232237572,1080.28,19383178242,1089.82,90517585675,1110.06,96573063357,1036.09,2.03047E+11,1064.78,1.0315E+11,1148.34,7804327108,1045.71,28371347067,1114.83,1.55879E+11,1055.18,51824863429,1074.49,1.44717E+11,1184.44,59766460424,1175.97,60033864767,1045.89,5.03265E+11,1050.91,1.50098E+11,1050.22,27304988979,1026.62,71887244058,978.53,25777178664,1173.43,1.80929E+11,1070.06,,
2/8/2013,964.98,4714814250,1.06342E+11,1081.64,6.2577E+11,1107.87,3.35538E+11,1111.08,2.30021E+11,1097.65,31504309488,1152.59,5.38789E+11,1108.68,5.46485E+11,1166.6,98035415052,1078.12,19457364413,1093.99,90165039417,1105.74,95494642378,1024.52,2.07386E+11,1087.54,1.05867E+11,1178.59,7804327108,1045.71,28888707075,1135.16,1.61442E+11,1092.84,52491301442,1088.31,1.47215E+11,1204.88,59902697092,1178.65,60408456864,1052.42,5.03551E+11,1051.5,1.50125E+11,1050.41,27818220710,1045.92,71895494047,978.64,25798308166,1174.39,1.81694E+11,1074.58,,
