TRADE DATE,NASDAQOMX/NQGR8000/INDEX VALUE,NASDAQOMX/NQGR8000/TOTAL MARKET VALUE,NASDAQOMX/NQZA8000/TOTAL MARKET VALUE,NASDAQOMX/NQZA8000/INDEX VALUE,NASDAQOMX/NQGB8000/TOTAL MARKET VALUE,NASDAQOMX/NQGB8000/INDEX VALUE,NASDAQOMX/NQCN8000/TOTAL MARKET VALUE,NASDAQOMX/NQCN8000/INDEX VALUE,NASDAQOMX/NQCH8000/TOTAL MARKET VALUE,NASDAQOMX/NQCH8000/INDEX VALUE,NASDAQOMX/NQBE8000/TOTAL MARKET VALUE,NASDAQOMX/NQBE8000/INDEX VALUE,NASDAQOMX/NQAU8000/TOTAL MARKET VALUE,NASDAQOMX/NQAU8000/INDEX VALUE,NASDAQOMX/NQJP8000/TOTAL MARKET VALUE,NASDAQOMX/NQJP8000/INDEX VALUE,NASDAQOMX/NQKR8000/TOTAL MARKET VALUE,NASDAQOMX/NQKR8000/INDEX VALUE,NASDAQOMX/NQIL8000/TOTAL MARKET VALUE,NASDAQOMX/NQIL8000/INDEX VALUE,NASDAQOMX/NQTW8000/TOTAL MARKET VALUE,NASDAQOMX/NQTW8000/INDEX VALUE,NASDAQOMX/NQIN8000/TOTAL MARKET VALUE,NASDAQOMX/NQIN8000/INDEX VALUE,NASDAQOMX/NQFR8000/TOTAL MARKET VALUE,NASDAQOMX/NQFR8000/INDEX VALUE,NASDAQOMX/NQIT8000/TOTAL MARKET VALUE,NASDAQOMX/NQIT8000/INDEX VALUE,NASDAQOMX/NQEG8000/TOTAL MARKET VALUE,NASDAQOMX/NQEG8000/INDEX VALUE,NASDAQOMX/NQDK8000/TOTAL MARKET VALUE,NASDAQOMX/NQDK8000/INDEX VALUE,NASDAQOMX/NQES8000/TOTAL MARKET VALUE,NASDAQOMX/NQES8000/INDEX VALUE,NASDAQOMX/NQTR8000/TOTAL MARKET VALUE,NASDAQOMX/NQTR8000/INDEX VALUE,NASDAQOMX/NQSE8000/TOTAL MARKET VALUE,NASDAQOMX/NQSE8000/INDEX VALUE,NASDAQOMX/NQTH8000/TOTAL MARKET VALUE,NASDAQOMX/NQTH8000/INDEX VALUE,NASDAQOMX/NQNL8000/TOTAL MARKET VALUE,NASDAQOMX/NQNL8000/INDEX VALUE,NASDAQOMX/NQCA8000/TOTAL MARKET VALUE,NASDAQOMX/NQCA8000/INDEX VALUE,NASDAQOMX/NQSG8000/TOTAL MARKET VALUE,NASDAQOMX/NQSG8000/INDEX VALUE,NASDAQOMX/NQPL8000/TOTAL MARKET VALUE,NASDAQOMX/NQPL8000/INDEX VALUE,NASDAQOMX/NQMY8000/TOTAL MARKET VALUE,NASDAQOMX/NQMY8000/INDEX VALUE,NASDAQOMX/NQPH8000/TOTAL MARKET VALUE,NASDAQOMX/NQPH8000/INDEX VALUE,NASDAQOMX/NQDE8000/TOTAL MARKET VALUE,NASDAQOMX/NQDE8000/INDEX VALUE,NASDAQOMX/NQFI8000/TOTAL MARKET VALUE,NASDAQOMX/NQFI8000/INDEX VALUE
3/30/2001,7895.85,17048685083,22282051595,305.67,3.08872E+11,1287.4,2632743378,325.62,2.00341E+11,1165.47,35477491612,2671.4,87301269499,393.47,1.7529E+11,1231.24,8697050355,277.06,6332268742,605.96,29748619913,890.2,4323479244,121.53,1.07336E+11,1045.94,78625588334,2592.73,,,10305050462,575.3,86965849495,1271.79,6205621218,137.81,41488069751,455.03,4136454713,179.69,1.33706E+11,1858.32,1.25625E+11,338.22,29641731397,441.89,1662464989,290.61,12334885808,271.74,3047507124,239.58,1.85332E+11,1779.37,,
4/2/2001,7823.51,16892483693,21412731628,293.74,3.08545E+11,1286.04,2666124224,329.75,1.97115E+11,1146.71,35749192192,2691.86,87583683647,394.74,1.73043E+11,1215.46,8544323198,272.2,6227778533,595.96,28715702422,859.29,4317711010,121.37,1.08093E+11,1053.32,77826263505,2566.37,,,10101689984,563.94,86612440877,1266.62,5669087078,125.9,40054515611,439.3,4174282413,181.34,1.34004E+11,1862.46,1.26831E+11,341.47,29096351132,433.76,1663391338,290.78,12307922213,271.14,2998861067,235.76,1.83232E+11,1759.2,,
4/3/2001,7802.99,16848183242,20836789786,285.84,3.02488E+11,1260.79,2603471102,322,1.91852E+11,1116.09,35311513966,2658.9,88680513581,399.69,1.81144E+11,1272.36,8680420772,276.54,6155784239,589.07,28158623262,842.62,4397082978,123.6,1.03675E+11,1010.26,76852242623,2534.25,,,10162012124,567.31,83314079696,1218.39,5244065613,116.46,39335469312,431.42,4064673084,176.58,1.30362E+11,1811.84,1.23796E+11,333.3,29193419023,435.21,1648249262,288.13,11926804750,262.75,3058705361,240.46,1.75154E+11,1681.65,,
4/4/2001,7985.74,17242779261,21272630967,291.82,3.08166E+11,1284.45,2470457900,305.55,1.92823E+11,1121.74,35750029164,2691.92,90620938541,408.43,1.85223E+11,1301.01,8190135818,260.92,6177540840,591.15,27820504357,832.5,4348833114,122.24,1.0577E+11,1030.67,78838235835,2599.74,,,10155599336,566.95,87008560692,1272.42,5369229236,119.24,40935168182,448.96,3916164095,170.13,1.33527E+11,1855.83,1.23089E+11,331.4,29007692094,432.44,1633903692,285.62,10909266371,240.33,3066429226,241.07,1.80203E+11,1730.12,,
4/5/2001,8068.8,17422115583,21622054712,296.61,3.10646E+11,1294.79,2482560914,307.05,1.96084E+11,1140.71,36043834685,2714.04,91326241254,411.61,1.86849E+11,1312.43,8190135818,260.92,6438223348,616.1,27908922049,835.15,4348833114,122.24,1.07025E+11,1042.91,79608867325,2625.15,,,10167417291,567.61,87548352878,1280.31,5859343854,130.12,42319574267,464.14,3986989195,173.2,1.36478E+11,1896.85,1.23964E+11,333.75,30020618322,447.54,1674090091,292.65,10715511219,236.06,3075834122,241.81,1.84655E+11,1772.87,,
4/6/2001,8176.5,17654661330,21268962780,291.77,3.1027E+11,1293.22,2544933329,314.76,1.96105E+11,1140.83,35967862487,2708.32,91711515053,413.35,1.86482E+11,1309.86,8442388966,268.95,6429303043,615.25,28009379052,838.15,4348915322,122.25,1.06953E+11,1042.21,80190892846,2644.35,,,10172905463,567.92,87771836670,1283.58,5712040325,126.85,41107240133,450.85,3970338094,172.48,1.39001E+11,1931.9,1.23853E+11,333.45,30018457937,447.51,1693883993,296.11,10414852103,229.44,3069234670,241.29,1.83184E+11,1758.74,,
4/9/2001,8150.07,17597581233,21359663778,293.01,3.1437E+11,1310.31,2503718884,309.66,2.00075E+11,1163.92,36676766384,2761.7,90311044550,407.04,1.80373E+11,1266.95,8339421823,265.67,6350700847,607.72,27361728133,818.77,4308885052,121.12,1.07696E+11,1049.44,80890788841,2667.43,,,10194395951,569.12,89058325285,1302.39,5412749257,120.21,42586532756,467.07,3859293145,167.65,1.42624E+11,1982.26,1.24838E+11,336.11,27994515328,417.34,1731121616,302.61,10016431302,220.66,3073827108,241.65,1.83372E+11,1760.55,,
4/10/2001,8174.92,17651253384,21627677960,296.69,3.15513E+11,1315.08,2569262710,317.77,2.02395E+11,1177.42,36253834272,2729.86,90813298225,409.3,1.78096E+11,1250.95,8044151499,256.27,6525142793,624.42,27124208651,811.67,4283487231,120.41,1.08073E+11,1053.12,80039106083,2639.34,,,10097971814,563.74,88867541352,1299.6,5302712836,117.76,42579873467,467,3850986557,167.29,1.41815E+11,1971.02,1.266E+11,340.85,27816919397,414.69,1756412567,307.04,10136032561,223.3,3093736142,243.22,1.80123E+11,1729.36,,
4/11/2001,8145.32,17587329852,22736720722,311.9,3.15673E+11,1315.74,2616601313,323.62,2.05192E+11,1193.69,35358375738,2662.43,91709196321,413.34,1.80675E+11,1269.07,8606751811,274.19,6578876752,629.56,27515846547,823.39,4334181803,121.83,1.07844E+11,1050.89,79401656573,2618.32,,,10151309720,566.71,88786090523,1298.41,5565749040,123.6,41473304927,454.86,3908030551,169.77,1.40174E+11,1948.21,1.24655E+11,335.61,28103234762,418.96,1766966268,308.88,10276988219,226.4,3059548556,240.53,1.78757E+11,1716.24,,
4/12/2001,8511.73,18378479112,23048954900,316.19,3.16621E+11,1319.7,2655680130,328.46,2.07199E+11,1205.36,35251027096,2654.35,92442952406,416.64,1.83096E+11,1286.07,8858067305,282.19,6545882128,626.4,27208909012,814.2,4301254287,120.91,1.09256E+11,1064.65,80795041865,2664.27,,,10184270052,568.55,90836648941,1328.4,5904120639,131.12,40867151744,448.22,4136538951,179.7,1.41992E+11,1973.48,1.23536E+11,332.6,26831912767,400.01,1753228365,306.48,10086993227,222.22,3061083198,240.65,1.81777E+11,1745.23,,
4/16/2001,8424.08,18189239816,22997289197,315.48,3.15281E+11,1314.11,2701275208,334.1,2.05091E+11,1193.1,34888062511,2627.02,92734211000,417.96,1.80855E+11,1270.33,8552397232,272.46,6479455743,620.04,26801851770,802.02,4383719735,123.22,1.08131E+11,1053.69,79963107392,2636.84,,,10197611310,569.3,89901322123,1314.72,6719328617,149.22,40438778400,443.52,4122478577,179.09,1.4053E+11,1953.16,1.23348E+11,332.09,27108646765,404.13,1746897038,305.37,10347238414,227.95,3070731408,241.41,1.79905E+11,1727.26,,
4/17/2001,8545.65,18451718642,23008827011,315.64,3.12394E+11,1302.08,2668707570,330.07,2.05055E+11,1192.9,34843794441,2623.68,90891261702,409.65,1.80832E+11,1270.17,8736507895,278.32,6235213833,596.67,26799859985,801.96,4534485061,127.46,1.07427E+11,1046.82,80097135822,2641.26,,,10139752915,566.07,88864259760,1299.55,6124099621,136,40555742057,444.8,4018179766,174.56,1.40423E+11,1951.67,1.24034E+11,333.94,26752718525,398.83,1732877175,302.92,10238886310,225.56,3035038766,238.6,1.77404E+11,1703.26,,
4/18/2001,8749.74,18892390584,23445602188,321.63,3.22147E+11,1342.73,2753931615,340.61,2.05199E+11,1193.73,34954123928,2631.99,88847047497,400.44,1.88283E+11,1322.51,9369973267,298.5,6423932650,614.73,27008051062,808.19,4570544579,128.48,1.09077E+11,1062.91,80594264483,2657.65,,,10172337580,567.89,90169574555,1318.64,6005787737,133.38,41872168581,459.24,4308033401,187.15,1.41541E+11,1967.21,1.2547E+11,337.81,27564881387,410.93,1778240359,310.85,10020296093,220.75,3044194405,239.32,1.79806E+11,1726.31,,
4/19/2001,8849.09,19106916946,23633809088,324.21,3.27066E+11,1363.23,2862341853,354.02,2.08678E+11,1213.97,35441316664,2668.68,92377734914,416.35,1.90484E+11,1337.97,9954442756,317.12,6475066081,619.62,27581921147,825.36,4577395265,128.67,1.12249E+11,1093.82,82245325115,2712.09,,,10430401926,582.29,91660997556,1340.45,6408276723,142.31,43142479940,473.17,4315296423,187.46,1.42317E+11,1978,1.26296E+11,340.03,28254424344,421.21,1792008511,313.26,10115669680,222.85,3060508078,240.6,1.8083E+11,1736.14,,
4/20/2001,8926.7,19274480937,23392994326,320.91,3.26386E+11,1360.4,2860211390,353.75,2.10062E+11,1222.02,35521469697,2674.71,94048448079,423.88,1.87835E+11,1319.36,9705215483,309.18,6485970865,620.67,27275209729,816.19,4550323533,127.91,1.12025E+11,1091.63,81888191614,2700.32,,,10539124332,588.36,89272561344,1305.53,6518387879,144.76,42899286131,470.5,4163540028,180.87,1.41421E+11,1965.54,1.26705E+11,341.13,27789821081,414.29,1774969870,310.28,10146438170,223.53,3040622287,239.04,1.81923E+11,1746.63,,
4/23/2001,8840.2,19087714542,23079242970,316.6,3.22284E+11,1343.3,2871949953,355.21,2.06439E+11,1200.94,34926993178,2629.95,91801414368,413.75,1.88308E+11,1322.68,9725584704,309.83,6650243493,636.39,27375680687,819.19,4570581277,128.48,1.10532E+11,1077.08,79673005863,2627.27,,,10464209050,584.18,86846326310,1270.04,6526279291,144.94,41744435112,457.84,4096244924,177.95,1.38843E+11,1929.71,1.248E+11,336,28536736862,425.42,1754658084,306.73,10150046007,223.61,3124238214,245.61,1.79342E+11,1721.86,,
4/24/2001,8652.41,18682237782,23186998064,318.08,3.22658E+11,1344.86,2894781058,358.03,2.09064E+11,1216.22,35247577846,2654.09,92296527011,415.98,1.87218E+11,1315.03,9690083145,308.7,6676779580,638.93,27240203264,815.14,4557925901,128.12,1.10197E+11,1073.82,80245394300,2646.14,,,10553757377,589.18,88267028094,1290.82,6897353739,153.18,41395447488,454.01,4188680555,181.96,1.40586E+11,1953.94,1.2375E+11,333.18,28579006321,426.05,1742855456,304.67,10111264523,222.75,3128689624,245.96,1.80853E+11,1736.36,,
4/25/2001,8700.25,18785528944,23094926134,316.82,3.22302E+11,1343.38,2806459035,347.11,2.068E+11,1203.05,35753940623,2692.22,92516381985,416.98,1.90399E+11,1337.37,9919067916,316,6662323572,637.54,27022241103,808.62,4551178658,127.93,1.10848E+11,1080.17,80726444904,2662.01,,,10720853593,598.51,87810862071,1284.15,6847809570,152.08,41649220188,456.79,4120251829,178.99,1.41645E+11,1968.66,1.24849E+11,336.13,28535862383,425.41,1754963103,306.78,10073804671,221.93,3210177020,252.37,1.8183E+11,1745.74,,
4/26/2001,8777.12,18951508503,23375172131,320.66,3.2033E+11,1335.15,2795197488,345.71,2.0647E+11,1201.13,36106108940,2718.73,93355206198,420.76,1.90856E+11,1340.58,9818837809,312.8,6662323572,637.54,26923510372,805.66,4538995849,127.59,1.12479E+11,1096.05,81369536639,2683.21,,,10997588139,613.96,91400277507,1336.64,7499871795,166.56,41402173640,454.08,4122573182,179.09,1.44552E+11,2009.06,1.2468E+11,335.68,28117793813,419.18,1802476271,315.09,10167591234,223.99,3105814913,244.17,1.84516E+11,1771.53,,
4/27/2001,8697.58,18779772970,23529005440,322.77,3.27127E+11,1363.49,2797392832,345.99,2.06366E+11,1200.52,35838084354,2698.55,93083894141,419.53,1.91662E+11,1346.24,9685389145,308.55,6668741024,638.16,26410165309,790.3,4400910640,123.71,1.13686E+11,1107.81,81368967642,2683.2,,,10862560027,606.42,91989146599,1345.25,9455676675,209.99,42021381150,460.87,4093356690,177.82,1.44651E+11,2010.43,1.24928E+11,336.35,28441142057,424,1776513050,310.55,10355235120,228.13,3098366791,243.58,1.85873E+11,1784.56,,
4/30/2001,8682.29,18746764932,23771402339,326.1,3.27262E+11,1364.05,2819886567,348.77,2.07601E+11,1207.7,35354962360,2662.17,93758707492,422.57,1.91718E+11,1346.63,10127245481,322.63,6894066700,659.72,26128272333,781.86,4370553142,122.85,1.12627E+11,1097.5,81725669260,2694.96,,,10630366947,593.46,92510884718,1352.88,9692898506,215.26,42200455892,462.84,4192965409,182.15,1.43679E+11,1996.92,1.23324E+11,332.03,28778806405,429.03,1784773862,311.99,10337740878,227.74,3026271408,237.91,1.86497E+11,1790.55,,
5/1/2001,8728.31,18846135447,23795153888,326.42,3.25483E+11,1356.63,2819912876,348.77,2.08225E+11,1211.34,35542367461,2676.28,94404326243,425.48,2.02832E+11,1424.7,10127245481,322.63,6791036333,649.86,26146944896,782.42,4370553142,122.85,1.13224E+11,1103.32,82158862565,2709.24,,,10722061676,598.58,93001242267,1360.05,9544509489,211.96,42377041729,464.78,4193425513,182.17,1.44193E+11,2004.06,1.23602E+11,332.78,28887647679,430.65,1783648679,311.8,10337740878,227.74,3020395246,237.45,1.87485E+11,1800.04,,
5/2/2001,8675.49,18732081722,23796147746,326.44,3.24892E+11,1354.17,2917134555,360.79,2.08566E+11,1213.32,35258462015,2654.91,94983539359,428.09,2.04123E+11,1433.77,10346806160,329.62,6796943780,650.43,25285156887,756.64,4450231968,125.09,1.13759E+11,1108.53,82127845214,2708.22,,,10770786648,601.3,91111122817,1332.41,9099545430,202.08,42275014622,463.66,4134238486,179.6,1.43279E+11,1991.37,1.24441E+11,335.04,29223800610,435.66,1786005172,312.21,11027389738,242.93,3159592596,248.39,1.8494E+11,1775.61,,
5/3/2001,8602.71,18574933245,23563495687,323.24,3.17781E+11,1324.53,2910314941,359.95,2.06039E+11,1198.62,34957114313,2632.22,96228548601,433.71,2.05693E+11,1444.79,10469842348,333.54,6716019031,642.68,25933584740,776.04,4412172281,124.02,1.12648E+11,1097.7,81424079165,2685.01,,,11070201498,618.01,90043236763,1316.8,9951377706,221,42296899183,463.9,4160493746,180.74,1.39906E+11,1944.48,1.24255E+11,334.54,29091736077,433.7,1787358843,312.45,11134432507,245.29,3176576341,249.73,1.8338E+11,1760.63,,
5/4/2001,8615.73,18603035205,23819655528,326.76,3.23244E+11,1347.3,2901082409,358.81,2.06662E+11,1202.24,34473649679,2595.81,95418338475,430.05,2.06186E+11,1448.26,10510440497,334.83,6711165666,642.22,25917265187,775.55,4456392013,125.27,1.1088E+11,1080.48,81699188949,2694.08,,,11185554914,624.45,90846265136,1328.54,10228674221,227.16,43651734225,478.76,4290768389,186.4,1.36556E+11,1897.92,1.2518E+11,337.03,28463630056,424.33,1795293187,313.83,10584485361,233.18,3167919737,249.05,1.84685E+11,1773.15,,
5/7/2001,8531.21,18420557453,24014412801,329.43,3.23874E+11,1349.93,2920984853,361.27,2.08186E+11,1211.11,34457013242,2594.56,95535572055,430.58,2.06702E+11,1451.88,10954853491,348.99,6748571140,645.8,26040527705,779.24,4544168048,127.73,1.11006E+11,1081.7,81855577858,2699.24,,,11204312359,625.5,91320656772,1335.48,9922589221,220.36,43863964657,481.08,4293118888,186.5,1.36509E+11,1897.27,1.25671E+11,338.35,28428007708,423.8,1748068490,305.58,10584485361,233.18,3115783025,244.95,1.82413E+11,1751.34,,
5/8/2001,8493.26,18338605730,23956158558,328.63,3.25776E+11,1357.85,2967652812,367.04,2.045E+11,1189.66,34334541394,2585.34,95000630754,428.17,2.02282E+11,1420.84,10691599055,340.61,6697740751,640.93,25917999767,775.57,4537331817,127.54,1.1059E+11,1077.64,81140381656,2675.66,,,11016308933,615,90476736603,1323.14,10465495820,232.42,43007049909,471.68,4290298030,186.38,1.34865E+11,1874.42,1.26201E+11,339.78,28090420022,418.77,1746807858,305.36,10419311835,229.54,3113783540,244.79,1.81378E+11,1741.41,,
5/9/2001,8320.91,17966457921,24188399964,331.82,3.22334E+11,1343.51,3030694439,374.84,2.02712E+11,1179.26,34523679033,2599.58,96165350077,433.42,1.97813E+11,1389.45,10534331656,335.6,6569137955,628.63,26479393173,792.37,4478974102,125.9,1.09415E+11,1066.19,80491034234,2654.24,,,11017297546,615.06,91199301966,1333.7,9985644560,221.76,43199238403,473.79,4449678742,193.3,1.33085E+11,1849.69,1.27484E+11,343.23,27641970176,412.08,1722921953,301.18,10477462337,230.82,3128801164,245.97,1.79946E+11,1727.66,,
5/10/2001,8251.63,17816872552,24533056470,336.55,3.2841E+11,1368.83,3023469889,373.95,2.07794E+11,1208.83,35070205280,2640.73,98416325810,443.57,1.93578E+11,1359.7,10483933730,333.99,6655646551,636.9,26113558664,781.42,4549191162,127.88,1.1324E+11,1103.47,81345659226,2682.43,,,10995629057,613.85,93274521838,1364.05,9935863440,220.66,44170524908,484.45,4517960306,196.27,1.3854E+11,1925.5,1.29803E+11,349.47,27733358476,413.45,1771120716,309.61,10483241582,230.95,3132193147,246.24,1.83075E+11,1757.7,,
5/11/2001,8151.95,17601644893,24471213883,335.7,3.24077E+11,1350.77,3026770216,374.35,2.0544E+11,1195.14,34655740367,2609.52,98118291871,442.22,1.95487E+11,1373.11,10604275287,337.82,6649225970,636.29,26962547455,806.83,4500688198,126.51,1.11887E+11,1090.28,80782464231,2663.85,,,10907854519,608.95,91512602817,1338.28,9550043102,212.09,43801727577,480.4,4386098744,190.54,1.37553E+11,1911.78,1.27225E+11,342.53,28503638191,424.93,1780122160,311.18,10297769007,226.86,3226117613,253.62,1.81187E+11,1739.57,,
5/14/2001,7954.07,17174396331,24171980509,331.59,3.11012E+11,1296.32,2996916991,370.66,2.02901E+11,1180.36,34348643709,2586.4,97583955242,439.82,1.91285E+11,1343.59,10588563417,337.32,6532438953,625.11,26428182555,790.84,4529493529,127.32,1.10393E+11,1075.73,80658795273,2659.78,,,10856734481,606.1,90787888182,1327.69,9726402654,216,43410078878,476.11,4288814705,186.31,1.35873E+11,1888.44,1.27227E+11,342.54,28059903851,418.31,1784740146,311.99,10158430241,223.79,3216515739,252.87,1.78899E+11,1717.6,,
5/15/2001,7902.99,17064093537,24151341429,331.31,3.16779E+11,1320.35,3018607019,373.35,2.07574E+11,1207.55,34550646793,2601.61,98375097062,443.38,1.93263E+11,1357.48,10634773898,338.8,6601228632,631.7,26300637254,787.02,4519387201,127.04,1.11866E+11,1090.08,80124121381,2642.15,,,10844219858,605.4,91929375742,1344.38,9440922011,209.66,43633956033,478.56,4279838338,185.92,1.36566E+11,1898.07,1.2825E+11,345.29,28093571177,418.82,1773771743,310.07,10193808673,224.57,3185264174,250.41,1.79544E+11,1723.8,,
5/16/2001,8007.96,17290754958,24325518100,333.7,3.17568E+11,1323.64,3071832316,379.93,2.09063E+11,1216.21,34727906578,2614.96,98788665721,445.24,1.89933E+11,1334.09,10386753898,330.89,6559763994,627.73,26133594274,782.02,4550635060,127.92,1.13546E+11,1106.46,80490564816,2654.23,,,10660938374,595.16,92101617386,1346.9,10438759398,231.82,43541982944,477.55,4249192533,184.59,1.35622E+11,1884.94,1.29743E+11,349.31,27712402337,413.13,1767916602,309.05,10246909737,225.74,3201001362,251.65,1.83997E+11,1766.55,,
5/17/2001,8018.62,17313775594,24917375170,341.82,3.18854E+11,1329,3119339011,385.8,2.11201E+11,1228.65,34856281783,2624.62,1.00473E+11,452.84,1.92941E+11,1355.23,10851124705,345.69,6705409470,641.67,26310080041,787.31,4729153641,132.93,1.14224E+11,1113.06,79779089052,2630.77,,,10816044427,603.82,93249441928,1363.68,10538767038,234.04,43940967778,481.93,4280050652,185.93,1.35725E+11,1886.37,1.30656E+11,351.77,28111639932,419.08,1758187160,307.35,10302537916,226.96,3184204110,250.33,1.83027E+11,1757.23,,
5/18/2001,8348.18,18025350278,25079729304,344.04,3.18927E+11,1329.31,3136733286,387.96,2.10658E+11,1225.49,35193297711,2650,99193425751,447.07,1.93274E+11,1357.56,11152473232,355.29,6713502829,642.44,25444152813,761.39,4670096794,131.27,1.15333E+11,1123.86,79348464602,2616.57,,,10792625742,602.52,93259395105,1363.83,11146230661,247.53,43985372633,482.41,4278046848,185.85,1.35382E+11,1881.6,1.30785E+11,352.12,27619945035,411.75,1776999550,310.63,10179856928,224.26,3160103346,248.43,1.82039E+11,1747.75,,
5/21/2001,8447.12,18238980984,25152613830,345.04,3.21865E+11,1341.55,3204187413,396.3,2.11322E+11,1229.35,34898216436,2627.78,1.01471E+11,457.33,1.93955E+11,1362.35,11556387431,368.16,6740263582,645,24380054826,729.55,4618497559,129.82,1.16036E+11,1130.72,78013921811,2572.56,,,10777896471,601.69,92197072033,1348.29,11019157590,244.71,44303158117,485.9,4183379558,181.73,1.34985E+11,1876.09,1.30956E+11,352.58,27817490159,414.7,1832209064,320.29,10141346866,223.41,3096964506,243.47,1.82374E+11,1750.97,,
5/22/2001,8281.67,17881733131,24944339406,342.19,3.21865E+11,1341.56,3255991119,402.71,2.10426E+11,1224.14,34724174578,2614.68,1.00317E+11,452.13,1.94232E+11,1364.29,11684598572,372.24,6797185661,650.45,24398213941,730.09,4567381591,128.39,1.13969E+11,1110.57,78548419513,2590.19,,,10587808054,591.08,90162669763,1318.54,11161683722,247.88,43743786367,479.77,4244364536,184.38,1.36231E+11,1893.41,1.30169E+11,350.46,27950822134,416.69,1894186259,331.12,10218798356,225.12,3130691502,246.12,1.80127E+11,1729.4,,
5/23/2001,8345.68,18019959141,24816133767,340.43,3.18627E+11,1328.06,3247121761,401.61,2.09581E+11,1219.22,34564773834,2602.67,99883287317,450.18,1.94108E+11,1363.42,11769701194,374.95,6871625362,657.57,25384693145,759.61,4603528900,129.4,1.13098E+11,1102.09,78349483351,2583.63,,,10470149331,584.51,90157951053,1318.47,10508853625,233.38,42608324294,467.31,4369284185,189.81,1.35311E+11,1880.63,1.30284E+11,350.77,28032780643,417.91,1868226389,326.58,10230985528,225.39,3139015919,246.78,1.78064E+11,1709.58,,
5/24/2001,8325.71,17976829145,24813126450,340.39,3.18272E+11,1326.58,3280137090,405.69,2.09063E+11,1216.21,34726154535,2614.83,1.00315E+11,452.12,1.93221E+11,1357.19,11783928252,375.4,6864743232,656.91,25177585732,753.42,4634756238,130.28,1.13703E+11,1107.98,78608956583,2592.18,,,10431505440,582.36,89361764299,1306.83,10190973579,226.32,42471008952,465.81,4393683553,190.87,1.34863E+11,1874.39,1.31831E+11,354.93,28306275935,421.99,1861530995,325.41,10273170874,226.32,3119276239,245.22,1.79806E+11,1726.31,,
5/25/2001,8400.67,18138690105,25015891547,343.17,3.18268E+11,1326.56,3358654569,415.4,2.08823E+11,1214.81,34133654731,2570.21,1.00586E+11,453.35,1.91271E+11,1343.49,11856903160,377.73,6861422176,656.6,24515480813,733.6,4586818281,128.93,1.11764E+11,1089.08,77971543816,2571.16,,,10470869529,584.55,87765178103,1283.48,10720336017,238.08,42251732592,463.4,4409727438,191.57,1.3291E+11,1847.26,1.31995E+11,355.37,28168569683,419.93,1822671173,318.62,10219861322,225.14,3038302562,238.86,1.77464E+11,1703.83,,
5/29/2001,8114.85,17521550109,25070602559,343.92,3.16328E+11,1318.47,3290338674,406.95,2.05722E+11,1196.77,33993046437,2559.62,99783795246,449.73,1.9177E+11,1347,11816963924,376.46,6803163978,651.02,23394593319,700.06,4722790481,132.75,1.10391E+11,1075.7,77758480838,2564.14,,,10292173381,574.58,88029244690,1287.34,9708071563,215.6,41628590022,456.57,4361080094,189.45,1.33704E+11,1858.28,1.3056E+11,351.51,28101391432,418.93,1806420510,315.78,10301173259,226.93,2979607522,234.24,1.77606E+11,1705.19,,
5/30/2001,8001.36,17276508592,25260704773,346.53,3.13577E+11,1307.01,3267341738,404.11,2.04428E+11,1189.25,34597507536,2605.14,99640481853,449.08,1.86187E+11,1307.78,11893672229,378.9,6679350363,639.17,23199696096,694.23,4646926016,130.62,1.09434E+11,1066.38,77785882810,2565.04,,,10350467329,577.83,88549064564,1294.94,9063096998,201.27,41413679046,454.21,4245792245,184.44,1.31601E+11,1829.06,1.3E+11,350,27886415720,415.73,1811934106,316.74,10304970720,227.02,3015529536,237.07,1.76724E+11,1696.73,,
5/31/2001,7840.54,16929253100,25170945649,345.3,3.14202E+11,1309.61,3235623855,400.19,2.02298E+11,1176.86,33487059471,2521.52,98625478478,444.51,1.86651E+11,1311.04,11482141941,365.79,6606709626,632.22,23523669997,703.92,4606069896,129.47,1.08123E+11,1053.6,76038935398,2507.43,,,10431510316,582.36,88666840066,1296.67,9154954660,203.31,40747867206,446.91,4236008236,184.02,1.3096E+11,1820.15,1.32287E+11,356.16,27612891452,411.65,1837017570,321.13,10415705935,229.46,3045226867,239.4,1.78072E+11,1709.67,,
6/1/2001,7589.63,16387485768,24531934942,336.53,3.14003E+11,1308.78,3195916724,395.28,2.02895E+11,1180.33,33500483652,2522.53,1.00109E+11,451.19,1.87981E+11,1320.38,11236144631,357.95,6598737820,631.46,23544855991,704.56,4582275870,128.81,1.07225E+11,1044.86,76027782448,2507.07,,,10329814887,576.68,87523199038,1279.94,9680351002,214.98,40617030562,445.47,4249602555,184.61,1.29187E+11,1795.5,1.35377E+11,364.48,27604965367,411.53,1854801174,324.24,10450728600,230.23,3036231949,238.7,1.79279E+11,1721.26,,
6/4/2001,7599.49,16408782810,24708501880,338.95,3.16965E+11,1321.13,3205432597,396.45,2.03359E+11,1183.03,33544015088,2525.81,1.0094E+11,454.94,1.87549E+11,1317.35,11267808183,358.96,6480317484,620.13,23579773417,705.6,4553902254,128.01,1.07365E+11,1046.22,75853574321,2501.32,,,10344141529,577.48,89017996299,1301.8,10173764758,225.94,40405612344,443.15,4225470692,183.56,1.29355E+11,1797.84,1.35732E+11,365.44,27696059562,412.89,1823783997,318.81,10450728600,230.23,3055348366,240.2,1.8185E+11,1745.94,,
